# piRNA Counts Matrix - Teefy et al. - PIWI-piRNA pathway-mediated Transposable Element Repression in Hydra Somatic Stem Cells
#----------------------------------------------------------------------------
# 
# abbreviations: 	ID = Identity of Transcript
#					AS = Antisense-oriented mapping
#					S = Sense-orieented mapping
#					WT = Wild Type i.e. untreated Hydra
#					Colch = Colchicine Treated Hydra Samples
# 
# ID - transcript name, as assigned in Siebert et al., 2019
# WT_Hyli_AS - raw Hyli antisense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# WT_Hyli_S - raw Hyli sense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# WT_Hywi_AS - raw Hywi antisense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# WT_Hywi_S - raw Hywi sense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# Colch_Hyli_AS - raw Hyli antisense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
# Colch_Hyli_S - raw Hyli sense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
# Colch_Hywi_AS - raw Hywi antisense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
# Colch_Hywi_S - raw Hywi sense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
#
#----------------------------------------------------------------------------
#
ID	WT_Hyli_AS	WT_Hyli_S	WT_Hywi_AS	WT_Hywi_S	Colch_Hyli_AS	Colch_Hyli_S	Colch_Hywi_AS	Colch_Hywi_S
t16857aep	0	37	0	15	0	87	0	35
t5413aep	0	0	0	0	0	0	0	0
t5434aep	19.66	2	24.97	1	0	0	0	0
t5402aep	0	0	0	0	0	0	0	0
t16823aep	0	228.99	1	10.87	0	122	0	8
t5390aep	20.83	19	126.53	14	6	9	63.69	0
t5423aep	0	30.14	6.06	0	0	0	2.15	0
t5424aep	3	136.86	196.36	0	11.99	0	11.95	0
t5388aep	0	12	0	4	0	0	0	0
t5420aep	3635.6	14	7203.06	1	339.38	7	3067.32	0
t28974aep	0	0	0	0	0	0	0	0
t16866aep	0.83	0	0.78	0	0	0	1.06	0
t5412aep	0	0	0	0	0	0	0	0
t5416aep	0	0	0	0	0	0	0	0
t5403aep	0	6	0	250.01	0	0	0	16
t5391aep	0	0	0	0	0	0	0	0
t25818aep	0	0	0	0	0	0	0	0
t5426aep	0	0	0	8.66	0	0	0	1.12
t5406aep	24	2.87	557.82	39	5.97	0	22.67	1
t5399aep	0	327	0	21	0.59	269	87.69	25
t5419aep	134.85	7338.89	2508.62	29	18.89	1134	315.6	1
t5401aep	0	0	0	0	0	0	0	0
t25814aep	0	0	0	0	0	0	0	0
t5411aep	0	0	0	0	0	0	0	0
t25819aep	0	0	0	0	0	0	0	0
t5429aep	0	0	0	0	0	0	0	4
t5417aep	0	0	0	0	0	0	0	0
t5418aep	0	0	0	0	0	0	0	0
t5404aep	0	21	0	14	0	1	0	18
t5431aep	0	50	0	4	0	0	0	5
t5395aep	0	10	0	8	0	3	0.98	2
t25812aep	0	0	0	0	0	0	0	0
t5389aep	0	12	0	7	0	0	0	11
t25817aep	0	0	1.98	1	0	0	23.28	0
t5430aep	0	112	0	14	0	20	0	34.98
t5396aep	0	0	0	0	0	0	2.87	0
t5433aep	0	17	11.25	106	0	0.97	0.65	72
t16861aep	0	0	0	5	0	5	0	0
t10399aep	0	40	0	644.06	0	19.8	0	134.72
t27192aep	16.91	840.59	712.85	0	0	29	41.55	0
t10491aep	0	0	0	0	0	0	0	0
t10487aep	0	0	0	0	0	0	0	0
t10513aep	0	77	0	3	0	0	0	6
t10482aep	0	2	0	23	0	12	0	6
t27186aep	0	0	0	0	0	13	0	3
t10528aep	0	40	0	1	4.02	0	5.44	9
t16863aep	0	181	0	25	0	21	0	20
t27193aep	0	0	0	0	0	0	0	0
t10497aep	0	0	0	0	0	0	0	0
t10490aep	0	1	0	4	4	2	4.99	2
t10502aep	0	0	0	0	0	0	0	0
t10525aep	0	0	0	0	0	0	0	0
t10493aep	0	0	0	0	0	0	0	0
t10515aep	0	191.21	0	78.87	0	39	0	49.8
t10501aep	0	1	0	0	0	0	0	0
t27191aep	0	0	0	0	0	0	0	0
t10520aep	0	0	0	0	0	0	0	0
t10521aep	0	0	0	0	0	0	0	0
t10527aep	2	1	0	0	0	0	0	0
t10499aep	0	0	0	0	0	0	0	0
t27189aep	0	0	0	0	0	0	0	0
t10510aep	0	0	0	0	0	0	0	0
t10522aep	0	23	0	28	0	37	0	129
t10495aep	65.35	252.99	1310.69	4	0	43	46.4	0
t27183aep	21.87	0	433.49	0	0	0	10.84	0
t10479aep	0	1	0	0	0	0	0	0
t27190aep	0	0	0	0	0	0	0	0
t27184aep	0	0	0	0	0	0	0	0
t10488aep	0	0	0	0	0	0	0	0
t10504aep	0	0	0	0	0	0	0.9	0
t10516aep	0	0	0	0	0	0	0	0
t27194aep	1.71	0	0	0	13.03	0	4.78	1
t10486aep	0	0	0	0	0	0	0	0
t10498aep	6	109.94	258.89	1	9.49	0	381.46	0
t28965aep	0	24	0	0	0	3	0	2
t16836aep	0	0	0	0	0	0	0	0
t10524aep	0	0	0	0	0	0	0	0
t10512aep	432.05	28	0	0	123.34	4	67.8	2
t27188aep	45.99	0	1	0	5	0	9	0
t10517aep	0	9	0	15	0	3	0	13
t16832aep	0	13	0	17	0	18	0	18
t10496aep	1	3	0	0	0	0	0.58	0
t10505aep	0	0	0	0	0	0	0	0
t10480aep	0	16	0	1	0	216	0	9
t10506aep	0	4	0	21	0	0	0	124
t10509aep	0	0	0	8.75	0	0	0	0
t10526aep	28.92	133	186.52	0	0	0	31	0
t27187aep	0	0	0	1	1.96	0	0.94	0
t10500aep	0	0	0	0	0	0	0	0
t10508aep	0	0	0	18	0	0	0	5
t10494aep	0	2	0.76	2.94	0	0	2.13	0
t10514aep	0	0	0	8	0	8	0	12
t16829aep	0	0	0	0	0	0	0	0
t10507aep	0	0	0	0	0	0	0	0
t10483aep	0	0	0	0	0	0	0	0
t10481aep	0	0	0	0	0	0	0	0
t27185aep	0	0	0	0	0	0	0	0
t10489aep	0	7	0	0	0	11	0	0
t10511aep	0	0	0	0	0	0	0	0
t28972aep	0	8	0	20	0	1	0	83
t10503aep	0	0	0	0	0	0	0	0
t10484aep	0	2	0	0	0	0	0	0.86
t10485aep	0	2	0	2	0	0	0	0
t10518aep	0	12	0	31	0	0	0	7
t10523aep	0	0	0	0	0	0	0	0
t10492aep	965.62	695	1282.88	157	53.58	6	69.77	115
t10519aep	0	75.98	0	30	0	29	0	36
t28969aep	0	0	0	0	0	0	0	0
t16844aep	0	8.3	0	37	0	0	0	25
t16845aep	0	11	0	9	0	0	0	3
t21672aep	0	8	0	14	0	20	0	35
t21675aep	0	5	0	4	0	0	0	2
t21667aep	0	0	8.35	3.64	50.74	0	55.39	3.64
t30480aep	0	0	0	0	0	0	0	0
t21659aep	0	0	0	0	0	0	0	0
t21683aep	11	10811.52	117.83	20	3	583	10.99	0
t21680aep	0	52	0	2	0	0	0	3
t21691aep	0	8	0.8	3	0	0	0	8
t21678aep	0	12	14.33	0	0	0	10.9	0
t21668aep	0	0	0	0	0	0	0	0
t30485aep	8.48	0	1.11	0	29.73	0	72.21	0
t30481aep	0	0	0	0	0	0	0	0
t21662aep	0	0	0	1	0	0	0	0
t30488aep	0	0	0	0	0	0	0	0
t21687aep	0	0	0	0	0	0	0	0
t13680aep	0	0	0	0	0	0	0	0
t21671aep	0	0	0	0	0	0	0	0
t21681aep	0	0	0	0	0	0	0	0
t13672aep	0	74	0	19	0	451	0	14
t30482aep	0	0	0	0	0	0	6.87	0
t21677aep	0	0	0	7	0	0	0.7	6
t21664aep	0	0	0	0	0	0	0	0
t30483aep	0	0	0	0	0	0	0	0
t28010aep	0	0	0	0	0	0	0	0
t13676aep	2.82	111.97	49.71	257	5.99	0	180.62	3
t21661aep	0	0	0	0	0	0	0	0
t21663aep	0	403	0	3	34	56	922.33	0.74
t21665aep	369.76	16	1064.53	162	77.33	0	255.65	2
t21660aep	1.03	0	20.73	0	6.96	0	0	0
t30486aep	0	0	0	0	0	0	0	0
t21684aep	361.76	2	3.38	39.84	32.04	0	0	1
t21669aep	0	2	0	3	0	0	0	3
t30487aep	12.63	0	13.45	1	0	0	2	0
t21688aep	0	0	0	0	0	0	0	0
t21692aep	0	0	0	0	0	0	0	0
t21673aep	37.92	1128.99	191.72	7	37	33	210.85	0
t21674aep	174.96	299.05	3361.83	1	196.98	190	4602.66	3
t21682aep	2.95	27	12.98	0	0	7	1.38	0
t21679aep	0	0	0	0	0	0	0	0
t21676aep	0	45	0	31	0	17	0	44
t30484aep	2.51	13	0	67	0	0	5.99	3
t30479aep	13.34	0	9.13	0	0	0	1	0
t21658aep	0	1	0	9	0	0	0	0
t13683aep	0	90	2	9	0	20	0	17
t21693aep	1	127	0	4	0	20	0	1
t21685aep	0	3410.36	26.71	9	0	327.83	2	0
t21686aep	0	93.61	4.03	0	0	6.17	18.14	0
t21689aep	0	11.27	0	10.87	0	0	0	18.7
t21690aep	0	228.96	0	18.13	0	8.1	0	7.3
t21694aep	0	57	0	12	0	31	0	62
t21670aep	0	13	0	30	0	58	0	67
t21666aep	0	10	0	6	0	0	0	3
t13649aep	0	0	0	0	0	0	0	0
t21301aep	8.3	287.11	228.25	0	228.56	229.89	4149.7	0.98
t21295aep	0	0	0	0	0	0	0	0
t21302aep	75.03	927.27	1452.19	19.01	751	638.99	9033.05	5
t21281aep	0	17	0	15	0	0	0	4
t30394aep	0	0	0.42	0	0	0	0	0
t30396aep	0	0	0	0	0	0	0	0
t21289aep	0	0	0	0	0	0	0	0
t21299aep	0	14	0	6	0	52	0.05	9
t30398aep	11.03	2	177.75	0	17.68	0	34.85	0
t13685aep	0	2	0	9	0	0	0	0
t21284aep	9504.48	7	70.99	40	826.44	0	3.01	21.35
t21296aep	44.2	22	127.87	1	2	29	10	0
t21288aep	0	6	0	11	0	0	0	0
t21297aep	44	284.87	545.69	0	0	19	15	1
t30393aep	0	0	2.47	0	0	0	12.94	0
t21278aep	0	146	0	18	0	25	0	43
t21298aep	0	3.33	0	9	0	0	1	4
t30395aep	0	0	0	0	0	0	0	0
t21286aep	0	60	0	305	0	14	0	437
t21280aep	0	0	0	7.52	0	0	0	2.78
t21304aep	0	0	0	0	0	0	0	0
t21292aep	0	0	0	12	0	4	0	22
t21290aep	0	2	0	0	0	0	0	1
t21307aep	0	1	0	0	0	0	1	0
t21305aep	0	156.44	0	12	0	0	0	0
t30397aep	0	5	0	0	0	2	0	1
t28016aep	0	5.98	0	50.59	0	23	0	157.36
t21303aep	0	3	0	5	0	0	0	0
t21287aep	0	0	0	0	0	0	0	0
t21300aep	4.05	914.49	18.83	1	100.51	0	2.41	4
t21306aep	2.99	11	5	4	0	11	0	27
t21282aep	0	5	0	0	0	7	0	0
t21279aep	0	0	0	0	0	0	0	0
t13670aep	0	283	0	209.6	0	202	0	134.96
t21294aep	0.24	299.84	0	2.45	0	201.26	0.44	15.59
t21285aep	672.78	92.01	101.45	200	40.09	0	78.52	16
t21283aep	0	0	0	0	0	0	0	0
t21291aep	24990.06	369	211.94	1819	1232.4	4	0.81	32
t13658aep	0	0	0	0	0	0	0	0
t30392aep	0	0	0	1	0	0	0	0
t21277aep	0	0	0	4.33	0	0	0	12.85
t21293aep	0	2	0	0	0	6	0	0
t2426aep	0	25	1	32	0	0	0	0
t2403aep	0	0	0	0	0	0	0	0
t2424aep	0	24	0	69	0	53	0	157
t24530aep	1	517.93	10.22	29	0	85	13.61	0
t2400aep	0	10	0	1	0	0	1	0.83
t24526aep	3.08	1	58.91	0	557.98	0	7154.71	0
t13684aep	0	0	0	2	0	0	0	1
t24532aep	0	558	0	0	0	34	0.73	0
t2421aep	0	0	0	9	0	58	0	0
t2411aep	4.54	0	100.94	0	36.74	0	257.65	0
t2419aep	0	5	0	29	0	0	0	1
t24528aep	0	1	0	1	0	0	0	4
t13656aep	0	0	0	0	0	0	0	0
t24529aep	0	0	0	0	0	0	0	0
t2407aep	82.01	42.61	2125.08	2	76.01	39.49	556.2	0
t2422aep	0	3	0	7	0	71	0	8
t2423aep	0	0	0	0	0	0	0	0
t2399aep	0	0	0	0.98	0	0	0	0
t2416aep	0	309	0	32	8.01	36	0	60.98
t13652aep	0	0	0	0	0	0	0	0
t13653aep	0	0	0	0	0	0	0	0
t2420aep	0	0	0	0	0	0	0	0
t2405aep	0	0	0	0	0	0	0	0
t2394aep	0	5	0	37	0	12	0	61
t2427aep	0	0	0	0	0	0	0	0
t2414aep	0	0	3	0	11	0	129.22	0
t2412aep	2.51	0	0.16	1	0	0	0	0
t24531aep	0	1	0	0	0	0	0	3
t13663aep	0	35	0	2	0	7	0	2
t2415aep	0	223	0	254	0	64.98	0	249.99
t2404aep	0	4	0	0	0	0	0	3
t24524aep	0	0	0	0	0	0	0	0
t2395aep	0	1	0	5	0	0	0	6.97
t2418aep	0	0	0	0	0	0	0	0
t2396aep	0	0	0	0	0	0	0	0
t2425aep	0	0	0	0	0	0	0	0
t2410aep	0	0	0	0	0	0	0	0
t2428aep	0	0	0	0	0	0	0	0
t2402aep	0	0	0	0	0	0	0	0
t24525aep	26.32	0	1	0	0.96	0	2.32	0
t2397aep	0	0	0	0	0	0	0	0
t2417aep	0	2	0	0	8.16	0	0	0
t2401aep	0	11	0	17.21	0	6	0	70
t2398aep	0	0	0	0	0	0	0	0
t2393aep	0	2	0	14	0	3	0	34
t2409aep	0	5	0	0	0	0	0	19
t24527aep	0	0	0	0	0	0	0	0
t2406aep	0	0	0	0	0	0	0	0
t2392aep	0	0	0	0	0	0	1	0
t2408aep	0	61.98	0	50	0	37	0	73
t2413aep	0	0	0	0	0	0	0	0
t325aep	8	23	127.83	0	12.96	0	602.43	0
t307aep	0	4	0	0	0	0	0	0
t289aep	0	59	0	0	9.82	0	0	0
t290aep	21.45	40.06	601.54	1	11.75	0	394.81	0
t326aep	0	18	0	9	0	12	0	4
t298aep	296.44	49	42.92	2	7.58	5	14.99	0
t23920aep	0	1	0	0	0	4	0	0
t297aep	0	13	0	1	0	1	0	0
t302aep	0	0	0	0	0	0	0	0
t308aep	0	26	0	1	0	38	0	0
t23921aep	0	121	0	4	0	0	0.25	0
t303aep	0	8	0	2	0	57	0	17
t304aep	0	0	0	0	0	0	0	0
t312aep	0	0	0	0	0	0	0	0
t322aep	0	0	0	0	0	0	0	0
t23922aep	0	0	0	0	0	0	0	0
t305aep	35.25	1130.24	2019.24	18.22	315.84	122.25	4156.97	0
t306aep	0	1047.63	0	0	0	63.75	0	0
t13681aep	0	0	0	0	0	0	0	0
t291aep	2.99	1294.67	6.01	3.68	0	88	5.92	0
t23925aep	0	0	0	0	0	0	0	0
t320aep	11.72	4.28	121.71	0	12.12	0	5.13	0
t301aep	81.22	247	2683.63	0	17	10	192.86	0
t313aep	0	11.99	0	14	0	42.33	0	28
t13668aep	0	0	0	5	0	0	0	0
t323aep	0	0	0	0	0	0	0	0
t324aep	0	0	0	0	0	0	0	0
t23924aep	5.57	0	31.35	1	0	0	1.03	0
t293aep	0	2	0	1	0	0	0	30.99
t299aep	0	0	0	0	0	0	0	0
t311aep	0	2	0	5	0	0	0	2
t314aep	4	217	8.3	4	14	138	41.24	14
t287aep	2.35	0	0.51	0	0	0	2.24	0
t23918aep	0	97.37	0	0	0	0	0	0
t286aep	0	2	0	9	0	2	0	12
t318aep	0	7	0	7	0	0	0	3
t319aep	0	16	0	7	0	8	0	25
t288aep	0	0	0	0	0	0	0	0
t310aep	0	6	0	20	0	0	0	55
t321aep	0	0	0	0	0	0	0	0
t23923aep	0	0	0	0	0	0	0	0
t23919aep	0	0	0	1	0	0	0	0
t294aep	0	6	0	8	0	0	0	6
t295aep	0	0	0	3	0	0	0	1.96
t300aep	0	0	0	0	0	0	0	1
t292aep	0	6	0	35	0	24	0	29
t315aep	0	32	0	56	0	79	0	226
t296aep	0	66	0	91.68	0	227	0	136.23
t13648aep	0	123	0	124	0	24	0	196
t309aep	7.07	139	36.01	1	0	0	1.99	0
t316aep	17.24	40	88.24	12	17.35	0	2.15	1
t317aep	2356.42	3838.65	10985.14	497.88	309.04	2877.5	1007.36	40
t285aep	0	5.52	8.75	0	10	0	395.9	1
t10400aep	46.17	384.99	936.9	6	134.39	1693.93	1696.97	12
t23817aep	0	0	0	0	0	0	0	0
t23844aep	0	0	0	0	0	0	0	0
t23807aep	0	27	0	5	0	0	0	18
t23834aep	0.23	0	0	0	0	0	0	0
t23810aep	0	9	0	11	0	22	0	24.51
t23819aep	0	10	17.46	0	0	3	105.76	1
t13678aep	0	88	0	89	0	25	0	164
t31215aep	0	0	0	0	0	0	0	0
t23821aep	0	0	0	0	0	0	0	0
t23813aep	0	0	0	0	0	9.99	0	17
t23835aep	0	3	0	13	0	0	0	6
t23850aep	4.31	24.1	311.36	0.46	0	0	61.36	0
t23825aep	0	0	0	0	0	0	0.54	0
t31217aep	0	0	0	0	0	0	0	0
t23837aep	0	0	0	2	0	0	0	0
t13659aep	0	7	0	15	0	0	0	23
t23806aep	1.31	12	1.75	0	0	0	3.24	0
t23811aep	0	0	0	0	0	0	0	0
t23838aep	396.41	6483.51	1791.08	311	1148.1	204.18	7682.66	29
t23839aep	93.22	3569.75	1360.52	23.05	50.87	1	777.83	0
t23840aep	139.51	507.15	4065.03	364.95	35.12	7	557.71	16
t23836aep	0	18	0	10	0	0	0	14
t28015aep	0	0	0	0	0	0	0	0
t23833aep	0	0	0	2	0	0	0	0
t23831aep	18.39	0	0	0	0	0	0	0
t23814aep	692.66	586.01	9224.05	84	204.95	15	2944.08	11
t28009aep	2.01	0	0	1	0	0	0	2
t23818aep	0	1	0	1	0	2	7.01	0
t23846aep	0	155	0	2837.98	0	239	0	4139.08
t23805aep	0	0	0	0	0	0	0	0
t23842aep	0	0	0	0	0	0	0	0
t23829aep	0	17	0	0	0	26	0	6
t23812aep	0	19	0	23	0	6	0	42.98
t23815aep	0	0	0	0	0	0	0	0
t23841aep	0	0	0	0	0	0	0	0
t31216aep	15.93	0	0	0	151.03	0	0	0
t13654aep	0	226	0	14	0	562	0	1
t31214aep	0	0	0	2	0	0	0	2
t23816aep	0	7	0	13	0	2	0	7
t23843aep	3	8	12.98	34	0	0	3	0
t23809aep	0	3	0	0	0	0	0	0
t23830aep	0	0	0	0	0	0	0	0
t23823aep	0	0	0	0	0	0	0	0
t23822aep	699.99	133.85	99.94	161	0	0	8.02	9
t28014aep	0	7	0	5	0	1	0	8
t13686aep	0	12	0	5	0	0	0	7
t31218aep	0	0	0	0	0	0	0	0
t23808aep	10.52	0	0	0	0	0	0	0
t23845aep	0	44	0	393.77	3.61	277	0	6593.89
t23832aep	0	923	0	120	0	225	0	65
t31219aep	0	0	0.09	0	0	0	0	0
t23824aep	0	0	0	0	0	0	0	0
t23826aep	0	18	0	0	0	8	0	1
t23848aep	0	77	0	3.77	0	6	0	6
t23849aep	0	20	0	13.23	0	10	9.58	26
t13679aep	0	0	0	0	0	0	0	0
t23827aep	0	0	0	0	0	0	0	0
t23828aep	0	0	0	0	0	0	0	0
t23847aep	0	0	0	0	0	0	0	0
t23820aep	0	9	0	15	0	63	0	3
t29925aep	0	0	0	0	0	0	0	0
t20339aep	0	0	0	0	0	0	0	0
t13665aep	0	78	0	49	0	38	0	9
t20359aep	0	0	0	0	0	0	0	0
t20355aep	1.72	0	6.51	0	2.63	0	107.24	0
t20349aep	61	24	956.54	0	0	0	45.98	0
t20323aep	0	0	2	0	0	0	46.24	0
t20354aep	280	841.99	6499.45	4.99	131.97	123	3099.98	0
t28017aep	0	1	0	4	2.82	4	0	0
t20356aep	0	8	0	77	0	28	0	215
t20370aep	0	0	0	0	0	0	0	0
t20340aep	5.26	218.99	102.48	1	0	35	78.23	0
t20328aep	0	59.93	102.91	0	0	2	9.91	0
t20360aep	0	8	0	1	0	0	0	0
t20365aep	0	0	0	0	0	0	0	0
t20371aep	0	0	0	0	0	0	0	0
t20337aep	0	12	0	6	0	32	0	7
t20331aep	0	0	0	0	0	0	0	0
t20369aep	0	5	0	26	0	2	0	41
t29929aep	1	0	0	0	0	0	0	0
t20363aep	0	0	0	0	0	0	0	0
t29930aep	0	0	0	0	0	0	0	0
t20366aep	0.35	0	2.3	0	0	0	0	0
t29927aep	0	0	0	0	0	0	0	0
t29928aep	1143.97	2132.3	216.93	4280.99	192.03	289	325.86	782.62
t20361aep	0	12	0	1	0	16	0	0
t20321aep	85.45	0	0.99	0	15.65	0	0	0
t20322aep	3.15	0	0	0	21.88	0	1	0
t20351aep	0	8	0	3	0	15	0	10
t20350aep	0	14	0	5	31.98	84	0	25
t20344aep	0	90.27	0	0	0	0	1.34	1
t29926aep	0	0	0	0	0	0	0	0
t20362aep	6	0	0	0	0	0	0	0
t20367aep	0	0	0	0	0	0	0	0
t20368aep	4.01	68	1	57	12	42	0	187
t20326aep	0	0	0	0	0	0	0	0
t29924aep	0	0	0	0	0	0	0	3.53
t20324aep	0	0	0	2	0	0	0	0
t20327aep	0	0	1.31	0	7.14	0	250.14	0
t20329aep	0	0	0	0	0	0	0	0
t20325aep	0	0	0	0	0	0	0	0
t20334aep	16.99	0	31.61	0	0	0	19.79	0
t20335aep	0	5	14.29	9.97	0	0	86.14	0
t20333aep	0	0	0	0	0	0	0	0
t20346aep	0	0	0	0	0	0	0	0
t20341aep	0	0	0	2.48	0	0	0	6.14
t20332aep	0	2	0	16	0	6	0	69.98
t20342aep	0	4693.45	0	5.04	0	628.07	29.91	9.46
t20338aep	0	35	0	82	0	67	0	208.98
t20345aep	0	0	0	0	0	0	0	0
t29923aep	0	0	0	0	0	0	0	0
t20330aep	0.99	0	1.11	0	0	0	0	0
t20348aep	0	12	0	40	0	1	0	51.03
t20364aep	0	40	0.99	39	0	71	0	111
t20352aep	51.23	45	88.83	2	2017.43	7	62.16	0
t20353aep	0	1	0	0	0	0	0	0
t20357aep	0	0	0	4	0	0	0	0
t20343aep	0	0	0	0	0	0	0	0
t20336aep	0	17	6	1	26	0	20.61	2
t20347aep	0	5	0	8	0	11	0	3
t20358aep	334.98	11113.92	7743.02	31	22.75	1053	439.01	1
t13682aep	0	0	0	0	0	0	0	0
t12154aep	0	0	0	0	0	0	0	0
t12147aep	2	0	0	0	0	0	0	2
t12148aep	0	0	6.06	5	0	0	0	0
t12159aep	0	0	0	0.35	0	0	0	0
t12133aep	0	0	0	0	0	0	0	0
t12150aep	0	0	0	0	0	0	0	0
t12165aep	0	0	0	0	0	0	0	0
t12166aep	0	0	0	0	0	0	0	0
t27598aep	0.12	1	7.31	0	0	20	84.65	1
t27601aep	0.98	0	30.81	0	0	0	0	0
t27606aep	0	0	0	0	0	0	0	0
t12144aep	0	53	0	2	0	0	1.05	0
t12145aep	0	0	0	0	0	0	0	0
t13655aep	0	0	0	0	0	0	0	0
t12163aep	0	16	0	4	0	0	0	28
t12131aep	63.02	50	156.36	0	524.81	41.83	12211.64	12.02
t12156aep	0	0	0	0	0	0	0	0
t27608aep	0	0	0	0	0	0	0	0
t12164aep	0	0	0	0	0	0	0	0
t12123aep	7.99	0	0	0	0	0	0	0
t12160aep	0	0	0	0	0	7.8	0	1.39
t27602aep	0	0	0	0	0	0	0	0
t12146aep	0	0	0	0	0	0	0	0
t12142aep	0	0	0	0	0	0	0	0
t12143aep	0	0	0	0	0	0	0	0
t13662aep	0	25	0	5	0	6	0	3
t12121aep	12.79	10365.98	314.42	30	0	20	4.8	0
t12135aep	0	0	0	0	0	0	0	0
t12153aep	0	30	0	61	0	23	0	55
t12141aep	0	0	0	0	0	0	0	0
t12162aep	0	0	0	0	0	0	0	0
t12158aep	0	75	0	7	0	32	0	4
t13651aep	0	10	0	66	0	57	0	274
t12130aep	0	55	1	11	0	25	0	6
t12140aep	0	0	0	1	0	0	0	0
t27600aep	0.97	0	0	0	0.98	0	0	0
t12161aep	0	1	0	1	0	8	0	6
t12136aep	0	2	0	0	0	0	0	0
t12137aep	0	0	0	0	0	0	0	0
t27604aep	0	786.89	0.98	2	0	33	0	0
t12151aep	0	1	0	0	0	9	0	1
t13671aep	0	10	0	37	0	25	0	80
t28008aep	0	2	0	0	0	0	0	0
t12134aep	0	5	0	0	0	0	0	0
t12152aep	0	25	0	3	0	10	0	3
t12157aep	0	0	0	0	0	0	0	0
t27605aep	0	0	0	0	0	0	0	0
t12155aep	0	3	1	1	0	5	0	3
t12125aep	0	0	0	0	0	0	0	0
t12120aep	0	0	0	0	358.69	0	2.39	1
t13661aep	0	30	0	29	0	23	0	27
t27603aep	0	0	0	0	0	0	0	0
t12149aep	1587.05	2.87	15.52	0	764.8	0	70.76	0
t27607aep	0	0	0	2	0	0	0	0
t27609aep	0	0	6.77	0	0	0	1.16	0
t12167aep	0	74	0	40	0	87	0	41
t12126aep	0	10	0	11.14	0	11	0	17
t12122aep	0	1	0	0	0	6	0	2
t12124aep	0	0	0	0	0	0	0	0
t13688aep	0	1	0	1	0	5	0	34
t12138aep	0	0	0	4	1.06	0	0	0
t27599aep	6.89	0	3.19	0	0	0	0	0
t12128aep	8.16	0	5.95	0	0	0	0	0
t12129aep	7.92	0	7.98	0	69.84	51	289.06	644.99
t12127aep	0	83	0	33	0	31	0	28
t12132aep	0	0	0	1	10.57	19	366.02	2
t12139aep	1	2	0	5	0	6	0	5
t13657aep	0	0	0	0	0	0	0	0
t17294aep	0	1	0	0	0	3	353.72	0
t17270aep	0.92	1	0	5	0	0	9.4	0
t17271aep	6.68	68	25.08	8	17.7	13	206.57	1
t17295aep	0	0	0	0	0	0	0	0
t17296aep	0	0	0	0	0	0	0	0
t17302aep	0	10	0	7	0	24	0	4
t17269aep	0	0	0	0	0	0	0	0
t17300aep	0	20	0	13	0	0	0	2
t17306aep	0	0	0	0	0	0	0	0
t17281aep	0	0	0	0	0	0	0	0
t17284aep	0	1	0	0	0	22	0	0
t28011aep	0	0	0	0	0	0	3.02	0
t17264aep	21.16	1514	314.8	27	9.99	144	104.44	8.92
t17265aep	16.99	2693.1	526.82	28	0	721	216.77	3
t29077aep	30.1	0	20	0	9.1	0	34.79	0
t17298aep	0	0	0	2	0	0	3	0
t17299aep	1	3	0	5	0	0	0.87	0
t17305aep	0	222	0	21	0	103.99	3	14
t28013aep	0	53	0	123.48	0	15	0	7
t29078aep	35.62	0	0	0	13.7	0	21.57	0
t17290aep	1397.1	30	5.38	882.56	92.6	0	3.01	24
t17304aep	0	1	0	5	0	0	0	1
t13669aep	0	219	0	164	0	603	0	78
t17280aep	0	1	0	0	0	0	0	0
t29076aep	11747.44	164.16	52.66	3342.71	1321.86	0	1.01	136
t17288aep	3	183	46.03	1	24	6	698.74	0
t17274aep	75.84	2.6	0	20	0	0	0	0
t17267aep	66.93	14	172.97	0.97	126.99	17	25.1	109
t17282aep	67.62	371.8	1892.58	12	0	26	162.66	0
t17283aep	6.47	27.2	189.02	6	0	6	10.34	0
t17291aep	0	23	0	27	0	67	0	40
t13647aep	0	75	0	26	0	68	0	28
t17297aep	0	0	0	0	0	0	0	0
t13675aep	90.22	4	2.96	0	3.98	0	5.39	0
t17279aep	0	78	0	119	0	384	0	210
t17266aep	0	0	0	0	0	0	0	0
t17276aep	0	0	0	0	0	0	0	0
t17286aep	2.53	1	0.97	0	12.08	0	9.57	0
t17287aep	0	0	0	0	0	0	0	0
t17277aep	6.95	152	56.98	2	130	119	2972.68	7
t17301aep	77.47	9.98	65.56	0	68.78	0	140.36	9
t29074aep	0	0	0	0	1274.06	0	2	0
t17292aep	0	4	19.95	0	133.22	0	315.8	0
t17285aep	0	0	0	0	0	0	0	0
t17261aep	0	0	0	0	0	0	0	0
t17262aep	0	0	0	0	0	0	0	0
