# piRNA Counts Matrix - Teefy et al. - PIWI-piRNA pathway-mediated Transposable Element Repression in Hydra Somatic Stem Cells
#----------------------------------------------------------------------------
# 
# abbreviations: 	ID = Identity of Transcript
#					AS = Antisense-oriented mapping
#					S = Sense-orieented mapping
#					WT = Wild Type i.e. untreated Hydra
#					Colch = Colchicine Treated Hydra Samples
# 
# ID - transcript name, as assigned in Siebert et al., 2019
# WT_Hyli_AS - raw Hyli antisense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# WT_Hyli_S - raw Hyli sense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# WT_Hywi_AS - raw Hywi antisense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# WT_Hywi_S - raw Hywi sense-mapped piRNA counts from whole, untreated Hydra mapped to the Hydra transcriptome
# Colch_Hyli_AS - raw Hyli antisense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
# Colch_Hyli_S - raw Hyli sense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
# Colch_Hywi_AS - raw Hywi antisense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
# Colch_Hywi_S - raw Hywi sense-mapped piRNA counts from epithelial, colchicine-treated Hydra mapped to the Hydra transcriptome
#
#----------------------------------------------------------------------------
#
ID	WT_Hyli_AS	WT_Hyli_S	WT_Hywi_AS	WT_Hywi_S	Colch_Hyli_AS	Colch_Hyli_S	Colch_Hywi_AS	Colch_Hywi_S
t29001aep	0	2	0	1.27	0	0	0	0
t18858aep	0	12	0	26	0	9	0	33
t16971aep	0	4	0	7	0	0	0	0
t16968aep	0	0	0	0	0	0	0	0
t16978aep	0	12	0	27	0	5	0	8
t29002aep	0	0	0	0	0	0	0	0
t16987aep	0	0	0	0	0	0	0	0
t18887aep	0	106	0	7	0	49	0	12
t29003aep	0	0	0	5	0	6	0	10
t28999aep	0	2	0	0	0	0	0	0
t18873aep	0	0	0	0	0	0	0	0
t16983aep	199.91	21666.71	1691.6	50.44	319.16	1189.53	7778.17	0
t16984aep	2.01	74.12	0.58	0	0	34.49	21.11	1
t29009aep	0	6	0	13	0	4	0	30
t16982aep	5	1	0	1	0	0	0	1
t16972aep	0	0	0	0	0	4	0	0
t29008aep	3.15	9.16	19.95	0	26.8	0	248.39	0
t16981aep	0	0	0	0	0	0	0	0
t29010aep	0	20	0	1	0	7	0	1
t16967aep	0	0	0	0	0	0	0	0
t29004aep	0	377	0	19	0	25	0	81
t16979aep	328.11	110.02	134.96	260	17.62	15	98.09	44
t16975aep	0	0	0	0	0	0	0	0
t23561aep	0.78	0	3.3	0	0	153.93	0	16.36
t31092aep	0	0	0	11	0	0	0	1
t18870aep	0	83	1	55	0	90	2.48	9
t23555aep	1	0	0.98	0	0	0	0	0
t23554aep	5.88	96	301.27	3	35.12	0	937.12	0
t23562aep	2.66	0	11.01	0	34.71	0	569.84	2
t31080aep	0	209.77	32.6	2.13	145.11	29.86	1020.97	4.99
t18860aep	0	0	0	0	0	0	0	0
t23559aep	0	0	0	0	0	0	0	0
t23566aep	0	0	0	0	0	0	0	0
t31087aep	0	4	0	6	0	14.99	0	3
t23560aep	0	2	0	3	0	0	0	0
t23564aep	0	0	0	0	0	0	0	0
t31090aep	8.01	567.49	25.02	0	21.64	0	533.39	0
t23557aep	0	0	0	0	0	0	0	0
t18885aep	0	0	0	0	0	0	0	0
t23547aep	1.34	0	13.89	0	238.08	0	7404.05	3
t31091aep	0	1	0	6	0	0	0	5
t23565aep	0	0	0	0	0	0	0	0
t31086aep	0	0	0	4	0	0	3.05	0
t31089aep	35.03	13	1043.7	0	0	8	40.98	0
t18871aep	0	622	0	44	0	935	0	54
t23558aep	0	0	0	0	0	0	0	0
t31084aep	0	2	0	23	0	6	0	16
t23552aep	0	0	0	0	0	0	0	0
t31088aep	0	5.54	0	3	0	0	0	1
t23550aep	42.93	80	855.95	0	56	0	920.97	0
t23549aep	0	7	0	1	0	0	1	15
t23556aep	0	0	0	0	0	0	0	0
t31077aep	0	215	0	9	0	68	0	5
t23553aep	0	0	0	0	0	13	0	0
t31079aep	0	2	0	5	0	0	0	2
t31081aep	0	0	0	1	0	0	0	0
t18866aep	0	0	0	3	0	0	0	0
t31085aep	47.86	1.08	0	2	36.9	0	0	0
t23548aep	0	0	0	0	0	0	0	0
t23551aep	0	0	0	0	0	0	0	0
t31082aep	68.57	20.98	1178.94	3	911.27	15.25	2016.96	0
t31083aep	0	3	0	9	0	0	0	34.46
t23563aep	0	0	0	0	0	0	0	0
t31078aep	0	2	0	2	0	0	0	0
t28493aep	0	0	0	2	0	0	0	0
t14498aep	0	0	0	0	0	0	0	0
t14499aep	0	0	0	0	0	0	0	0
t28496aep	0	0	0	0	0	0	0	0
t18877aep	0	2	0	19	0	7	0	3
t28494aep	0	0	0	0	0	0	0	0
t28502aep	0	2	0	6	0	0	0	2
t14493aep	10	27	4	153.15	2	36	18	429
t28504aep	3	8	0	18.83	0	157	0	85
t28505aep	0	18	0	13	0	6	0	11
t14504aep	4.39	5	0	0	1178.76	7	6261.07	0
t18896aep	0	0	0	0	0	0	0	0
t14496aep	0	0	0	0	0	0	0	0
t28499aep	3679.94	12	15	117	207.68	0	35.68	10
t29507aep	0	0	0	0	0	0	0	0
t28503aep	0	0	2.03	0	0	0	1.09	2
t28492aep	0	9	0	9	0	0	0	8
t14497aep	0	0	0	0	0	0	0	0
t14495aep	0	0	0	0	0	0	0	0
t14502aep	0	0	0	0	0	0	0	0
t28491aep	0	4	0	0	0	0	9.46	0
t28498aep	0	38	0	8	0	43	0	4
t28506aep	0	0	0	5.07	0	7.51	0	1.89
t29510aep	0	0	0	0	0	0	0	0
t28497aep	0	0	0	0	0	0	0	0
t14501aep	1830.12	363	78.53	123	21.82	10	19.4	1
t28507aep	0	0	0	0	0	0	0	0
t28495aep	45.92	806.92	729.52	0	7.1	127	219.06	0
t14500aep	6.18	291	122.26	0	3.79	19	418.74	0
t18891aep	0	0	0	0	0	0	0	0
t28500aep	359.26	4185.34	4216.56	36.03	0	290	40.58	6
t29503aep	0	0	0	0	0	0	0	0
t18861aep	0	4	0	4	0	0	0	0
t28501aep	0	65	0	7	0	158	0	9
t14503aep	0	2	0	0	0	0	0	0
t14494aep	0	0	0	0	0	0	0	0
t22835aep	0	3	1	1	0	11	0	0
t22828aep	0	0	0	0	0	0	0	0
t30854aep	147	6509.5	1592.69	14	8	409.98	359.81	1
t30857aep	0	10	0	77	0	24	0	413
t22831aep	0	3	0	8	0	10	0	9
t30852aep	0	13	0	2	0	66	1	3
t22837aep	0	0	0	0	0	0	0	0
t30855aep	0	0	0	0	0	0	0	0
t22838aep	14.36	911	188.3	14	2	122	59.26	0
t30856aep	0	0	0	0	0	0	0	0
t22832aep	0	0	0	7	0	0	0	0
t30850aep	4813.26	319.99	25.04	6555.86	651.08	14	254.59	275.99
t30847aep	0	0	0	3	0	0	0	0
t30859aep	0	6	0	8	0	0	0	5
t22836aep	0	79	0	27	0	0	0	1
t30863aep	0	13	42.2	9	0	0	1.51	2
t18886aep	0	73	0	31	0	1	0	21
t22830aep	0	0	0	0	0	0	0	0
t22826aep	0	0	0	0	0	0	0	0
t29514aep	2	0	9	0	0	0	0	0
t30848aep	0	0	0	0	0	0	0	0
t30861aep	0	0	0	0	0	0	0	0
t29508aep	0	0	0	0	0	0	0	0
t22824aep	1.39	0	0	0	0	0	0	0
t22834aep	0	0	0	0	0	0	0	0
t22825aep	0	0	0	0	0	0	1.87	0
t22829aep	0	324	0	6	0	8	0	3
t30851aep	0	0	0	5	0	4	1	2
t22827aep	0	0	0	0	3.26	0	0	0
t30860aep	0	1	11.92	0	0	15	0.92	0
t18859aep	0	0	0	0	0	0	0	0
t30862aep	0	10	0	13	0	6	0	34
t30853aep	0	4	0	5	0	0	0	0
t22833aep	0	0	0	0	0	0	0.85	0
t30858aep	0	29	0	21	0	43	0	24
t30849aep	0	2	0	0	0	7	1	7
t18879aep	0	0	1.96	0	8.68	0	1.59	0
t2211aep	0	0	0	0	0	0	0	0
t24455aep	0	2	0	20	0	9	0	21
t24445aep	6551.07	0	964.21	0	5588.77	0	10668.76	0
t24437aep	151.35	38.36	3188.33	0	29.65	2.14	590.52	0
t2210aep	0	0	0	0	0	0	0	0
t2217aep	0	0	0	0	0	0	0	0
t24448aep	0	132.46	0	130	0	84.96	0	785.52
t24439aep	0	11	0	8	0	13	0	22
t24450aep	0	60	0	72	0	9	0	112.01
t2219aep	0	0	0	0	0	0	0	0
t2226aep	2.88	7	24.65	0	12	0	27.96	0
t24443aep	0	3	0	0	0	0	0	0
t24452aep	1	1	0	1	0	0	0	0
t2218aep	0	43	0	16	0	42	0	78
t2220aep	5.48	1	23.73	0	1	0	60.6	0
t24441aep	1	14	0	13	0	40	0	27
t2213aep	0	0	0	0	0	0	0	0
t24447aep	0	0	7.41	0	0	0	0.07	0
t24438aep	0	5	0	2	0	0	0	2
t24453aep	0	0	0	0	0	0	0	0.56
t2222aep	1.01	0	0	0	0	0	0	0
t28901aep	0	0	0	0	0	0	0	0
t2212aep	0	0	0	0	3.11	0	0	0
t24440aep	0	9	0	82	0	3	2	46
t24449aep	0	43	0	12	1	6	3.5	0
t24456aep	0	0	0	0	0	0	0	0
t2230aep	0	0	0	0	0	0	0	0
t2228aep	2.29	0	65.17	0	0	15	6	0
t16604aep	0	12	0	3	0	16	4.7	10
t2215aep	0	5.82	0	0	0	0	0	0
t2229aep	0	0	0	0	0	0	0	0
t2221aep	0	0	0	1.25	0	0	0	2.86
t24446aep	35.99	220.46	153.84	7	7	6	268.39	0
t24444aep	0	1.99	0	18	0	5	0	6
t2216aep	0	0	0	0	0	0	0	0
t2214aep	0	11	0	11	0	19	0	2
t24442aep	0	18	0	10	0	11	0	19
t2225aep	292.31	6509.45	4163.22	13.37	172.78	254.16	2868.88	0
t24458aep	0	7	1.04	32	0	36	0	35
t24451aep	0	4	0	1	0	11	0	0
t24454aep	0	0	0	3	0	0	0	1
t2227aep	0	0	0	0	0	0	0	0
t2224aep	0	0	0	0	0	0	0	0
t24457aep	0	52	0	70	0	50	0	145
t2223aep	0	0	0	0	0	0	0	0
t10313aep	0	0	0	0	0	0	0	0
t10312aep	0	0	0	0	0	0	0	0
t10308aep	10.31	0	0	0	0	0	0	2
t10309aep	0	0	0	0	0	0	0	0
t10300aep	0	0	0	0	0	0	0	0
t16595aep	0.94	0	0	1	0.95	0	8.59	0
t27111aep	1245.47	5	355.34	2	1868.81	0	804.77	0
t27113aep	0	8	0	45	0	0	1	119.99
t27109aep	0	32	1	5	0	0	0	0
t16584aep	0	36.7	0	11	0	21	0	14
t10301aep	0	0	0	0	0	0	0	0
t27104aep	0	1.94	0	0	2	0	0	0
t27105aep	1	3.06	9.93	5	0	0	11.94	4
t10310aep	2778.32	0	6.93	4	45.95	0	0	0
t27107aep	0	0	0	0	0	0	1	0
t27108aep	17.59	6	68.06	2	60.37	0	1072.6	3.54
t10306aep	0	0	0	0	0	0	0	0
t10307aep	0	1	0	4	0	0	0	0
t27102aep	7.4	6.66	4.19	16.59	0	0	0	1
t10303aep	244.01	100	0	1839.61	5	0	0	57
t27103aep	52.48	42	130.96	2	35.77	0	457.5	0
t27114aep	1032.86	11	12.97	234.38	3606.8	21	19.21	374
t27116aep	3.06	0	5	11	9.92	0	38.2	0
t27110aep	1.54	14	2.13	0	0	0	0	0
t10311aep	0	0	0	0	0	0	0	0
t16602aep	0	0	0	0	0	0	0	0
t10302aep	0	0	0	0	0	0	0	0
t10304aep	0	0	0	0	0	0	12.65	0
t10305aep	0	0	0	0	5.48	0	67.16	0
t16581aep	0	0	0	6.36	0	0	0	9
t27112aep	19.01	7	367	0	0.93	18.62	59.99	0
t27106aep	0	0	0	0	0	0	0	0
t27115aep	0	2500.9	0	51	0	114	1.18	236.95
t13088aep	0	0	0	0	0	0	0	0
t27834aep	0	937.12	0	44	0	113.99	0	9
t27824aep	0	2	0	4	0	21	0	53
t27825aep	0	25	0	10	0	30	1.07	8
t16586aep	0	17	0	11	0	27	0	14
t27833aep	0	3	0	2	0	0	0	8
t13083aep	0	6	0	5	0	0	0	3
t13084aep	0	0	0.87	1	5.59	0	2.01	4.99
t13093aep	0	0	0	0	0	0	0	0
t28897aep	0	8	0	1	0	52	0	1
t13081aep	7.09	0	40.5	3.99	1.11	0	29.37	0
t27829aep	41.91	455	1408.93	2	11.98	24	85.89	0
t13082aep	50.76	0	0	4	0	0	0	1
t13097aep	0	2	0	0	333.24	0	0.8	0
t27836aep	0	4	0	5	0	6	0	5
t13091aep	0	0	0	0	0	0	0	0
t27837aep	0	4	0	10	0	0	0	7
t27831aep	0	0	0	0	0	0	0	0
t13092aep	0	0	0	0	0	0	0	0
t13087aep	0	931	2	59	0	107	0	1111.67
t16582aep	0	24	0	18	0	56	0	35
t13080aep	0	0	0	0	138.35	386.66	2352.97	381.61
t13090aep	0	1	0	0	0	0	43.92	0
t13096aep	4.99	144	166.33	1	85.32	101	2083.14	9
t27832aep	0	0	0	0	0	0	0	0
t28895aep	334.79	8	139.58	2	1025.07	0	1056.68	11.99
t16579aep	0	186.99	0	7	0	47	0	21
t13095aep	0	0	0	0	0	0	0	0
t13089aep	0	0	0	0	0	0	0	0
t13085aep	0	0	0	0	0	0	0	0
t27828aep	0	1	0	2	0	0	0	0
t27821aep	0	0	0	0	0	0	0	0
t27830aep	0	610	0	356.98	0	189	0	736
t13098aep	0	0	0	0	0	0	0	0
t27822aep	0	11	0	6	0	0	0	10
t27826aep	0	7	0	6	0	30	0	3
t16603aep	0	0	0	0	0	0	0	0
t27835aep	0	6	3.27	32	0	15	0	105
t27827aep	6929.26	205.88	45.42	1664	1435.86	0	82.75	84
t27823aep	11.62	1604.13	357.88	23.95	43.58	188.7	160.56	59.74
t13086aep	1.99	0	0	0	0	0	0	0
t28894aep	0	0	0	0	0	0	0	0
t27820aep	0	0	0	0	0	0	0	0
t13094aep	0	0	0	17	0	0	0	8
t13099aep	0	0	0	0	0	0	0	0
t19216aep	0	0	0	0	0	0	1.44	0
t19219aep	0	0	0	0	0	0	0	0
t19226aep	0	0	0	0	0	0	0	0
t29582aep	0	0	0	0	0	0	0	0
t19213aep	0	0	0	0	0	0	0	0
t29575aep	196.7	3.84	0	19.18	36.84	0	67.31	12.91
t19227aep	0	0	0	0	0	0	0	0
t29574aep	0	0	0	2	0	0	0	0
t19223aep	0	0	0	2	0	0	0	0
t29576aep	0	0	0	0	0	0	0	0
t29580aep	0	0	0	0	0	0	0	0
t19229aep	0	0	0	0	0	0	0	0
t16593aep	0	105	0	16	0	19	0	27
t29566aep	0	0	0	0	0	0	0	0
t29572aep	0	0	0	0	0	0	0	0
t29571aep	0	53	0	21	0	32	0	24
t19222aep	0	0	0	2	0	0	0	0
t29579aep	0	0	0	0	0	0	0	0
t29581aep	0	3	0	0	0	232	0	0
t29577aep	0	0	0	0	0	0	0	0
t29567aep	13.96	1521.94	328.38	19	0	151.89	34.82	0
t19224aep	0	0	0	0	0	0	0	0
t19225aep	0	0	0	0	0	0	0	0
t29583aep	0	3	0	3	0	0	0	0
t28900aep	0	7	0	5	0	15	0	3
t16601aep	0	0	0	22	0	8	0	22
t19228aep	0	0	0	0	0	0	0	0
t19230aep	0	0	0	0	0	0	0	0
t19231aep	0	0	0	0	0	0	0	0
t19212aep	0	0	0	0	0	0	0	0
t29578aep	0	0	0	0	0	0	0	0
t16578aep	0	19	0	11	0	0	0	6
t29573aep	0	15	0	7	0	5	0	10
t19218aep	0	0	0	0	0	0	0	0
t19211aep	0	0	0	2	0	0	0	0
t19220aep	0	0	0	0	0	0	0	0
t16599aep	0	0	0	0	0	0	0	0
t29585aep	0	0	0	0	0	0	0	0
t19232aep	0	0	0	0	0	0	0	0
t19221aep	0	1	0	24	0	0	0	1
t19217aep	0	115	0	26	0	59	0	32
t29569aep	0	17	0	4	0	3	0	6.14
t29570aep	0	8	0	3	0	14	0	0
t29584aep	0	6	0	40	0	2	0	4.99
t29568aep	0	0	0	0	0	0	0	0
t19215aep	0	41	0	41	0	156	0	51
t19214aep	0	5901	0	126	0	2911	0	59.99
t16598aep	0	0	0	0	0	0	0	0
t27516aep	0	1	0	3	0	0	0	3
t11794aep	0	24	0	11	0	5	0	13.99
t27531aep	3388.12	9711.91	7147.35	198	233.93	873	648.71	21.98
t27521aep	1.36	38	8.73	0	28.63	316	476.64	3
t11815aep	39.51	11	1.1	0	85.99	15	105.95	230
t27533aep	0	18	0	15	0	0	0	20
t11813aep	0	0	0	0	0	0	0	0
t27527aep	0	3	0	0	0	0	0	0
t27532aep	148.02	42.86	450.55	5	25.46	5	217.86	0
t27529aep	0	0	0	18.65	0	0	0	1
t11803aep	0	0	0	0	0	0	0	0
t11811aep	0	0	0	0	0	0	0	0
t27515aep	0	1	0.97	2	0	27	4.4	4
t27520aep	19.38	75.74	343.3	2	0	23	31.98	1
t16597aep	0	0	0	0	0	0	0	0
t27528aep	13.19	1091.96	143.41	53	0	80	100.94	7
t11810aep	0	128	0	6	0	0	0	6
t11809aep	0	0	0	0	0	0	0	0
t27525aep	0	38	0	319	0	288	0	8280.74
t27534aep	0	0	0	0	0	0	0	0
t27522aep	0.72	0	0.39	0	251.4	0	5409.23	0
t27530aep	0	14	0	34	0	153	0	10
t11817aep	0	0	0	0	0	0	0	0
t11795aep	0	0	0	0	0	0	0	0
t11796aep	0	0	0	0	0	0	0	0
t11800aep	0	0	5.35	0	300.75	0	14.48	2.98
t27523aep	0	5	0	5	0	0	0	3
t11812aep	9.75	1	188.66	0	0	0	21.5	0
t11814aep	0	0	0	0	0	0	0	0
t11821aep	0	0	0	0	0	0	0	0
t11797aep	0	6	0	1	0	41	0	1
t27517aep	79.66	4091.01	333.26	8.02	0	30	29.47	3.09
t11793aep	0	0	0	0	0	0	0	0
t11802aep	0	0	0	0	0	0	0	0
t11805aep	0	1	0	10	0	8	0	28
t16600aep	0	93	0	171	0	247	0	1314.94
t11806aep	0	0	0	0	0	0	0	0
t11818aep	0	0	0	0	0	0	0	0
t27524aep	0	15	0	26	0	36	0	157
t11819aep	51.16	325	638.52	0	10.94	0	18.96	0
t11798aep	0	11	0	5	0	0	0	11
t27519aep	208.83	2	10	9.97	32.8	0	19	8.42
t27526aep	15.5	206.46	409.97	10.59	12.22	17.99	32.24	0
t11801aep	0	1	0	0	26.65	0	378.62	0
t11799aep	0	21	0	16	0	1	0	9
t11820aep	0	0	0	0	0	0	0	0
t11804aep	0	2	0	9	0	242	1.01	0
t27518aep	0	0	0	0	0	0	0	0
t11816aep	0	2	0	0	0	0	1.23	0
t11807aep	0	182	0	5	0	23	2	0
t11808aep	0	0	0	0	0	0	0	0
t2189aep	0	0	0	0	7.01	0	0	0
t24419aep	805.13	280	526.82	541.37	67.98	19	1396.69	79.12
t24421aep	0	5	0	5	0	0	0	8
t16605aep	0	0	0	0	0	0	0	0
t2209aep	0	0	0	0	0	0	0	0
t2188aep	965.32	0	52.62	7.11	1707.89	9	44.4	107.7
t24423aep	0	0	0	0	0	0	0	0
t24426aep	14.79	5	195.66	0	205	0	7467.71	0
t24432aep	5.63	505	456.44	3.58	96.04	0	917.94	0
t2197aep	0	3	20.48	0	45.5	0	176.67	0
t24427aep	0	0	0	0	0	0	0	0
t24434aep	0	9	0	23	0	2	0	31
t24420aep	0	3	0	7	0	0	0	7.97
t2195aep	0	0	0	0	0	0	0	0
t2193aep	0	1	0	0	8.9	0	0.99	0
t28902aep	0	46.99	12.74	0	1.01	6	166.45	0
t2202aep	0	0	0	0	0	0	0	0
t24433aep	0	11	0	47	0	5	0	125
t24417aep	0	0	0	0	0	0	0	0
t2191aep	0	0	0	0	0	0	0	0
t24418aep	3.34	220	54.85	0	174.89	9	7050.22	0
t24428aep	0	15.38	0	7.6	0	0	0	0
t24429aep	0	6.44	0	4.29	0	0	0	0
t2190aep	0	143	0	18	0	7	0	57.14
t2203aep	773.18	0	57.28	1	294.47	0	175.69	6
t28892aep	1	8	0	4	0	56	0	2
t16575aep	0	18	0	65	0	12.98	0	86.3
t24413aep	0	0	0	3	2848.83	0	0	0
t2207aep	0	0	0	0	0	0	0	0
t2192aep	0	7	0	0	0	24	0	1
t2201aep	0	6	0	2	0	0	0	2
t24430aep	0	149	0	28	0	70	0	2
t2206aep	0	0	0	9.53	0	87	0	1256.99
t24436aep	0	15	0	5	0	0	0	6
t24422aep	0	140	5.09	15	0	32	1	5
t2196aep	0	7	0	0	0	0	0	8
t24431aep	82.12	0	2.38	1.19	8.12	0	0	0
t2194aep	0	0	0	0	0	0	0	0
t2208aep	2.04	0	1.04	0	0	0	0.02	0
t28896aep	0	20	0	438.01	0	25	0	387.99
t16580aep	0	0	0	0	0	0	0	0
t24412aep	0	0	0	5	0	0	0	0
t24435aep	0	61	0	3	0	23	0	7
t24416aep	693.57	629.05	7502.64	145	455.94	215.47	7998.22	95.15
t2205aep	0	0	0	0	0	0	0	0
t2199aep	0	0	0	0	0	0	0	0
t2204aep	0	0	0	0	0	0	0	0
t16572aep	0	0	0	0	0	0	0	0
t24415aep	0	0	0	0	0	0	0	0
t24424aep	0.51	157	9.67	1	27.4	3	501.97	1.99
t2198aep	0	0	0	4	0	11	0	5
t24425aep	0	0	0	0	0	0	0	0
t2200aep	0	0	0	0	0	0	0	0
t24414aep	0	8	0	76	0	0	0	3
t18743aep	0	0	0	0	0	0	0	0
t21857aep	0	11	0	55	0	318	0	119
t30606aep	0	7	0	3	46.94	4	521.81	6
t30613aep	0	0	0	0	0	0	0	0
t21843aep	0	0	0	0	0	0	0	0
t28891aep	0	20	0	48	0	17	0	245.99
t30603aep	0	4	0	6.54	0	0	0	9.98
t21838aep	0	0	0	0	0	0	0	0
t30625aep	0.79	0	0	3	0	0	3.02	0
t16577aep	0	0	0	0	0	0	0	0
t21842aep	0	115	0	13	0	37.91	0	144
t21848aep	0	0	0	0	0	0	0	0
t30612aep	0.87	1246.64	33.17	10	0	296.99	18.59	0
t30616aep	0	7	0	13	0	0	0	6
t30611aep	0	21	0	5	0	0	1	1
t21846aep	9.92	2.96	11	4.24	0	0	0	0.99
t21839aep	0	0	0	0	0	0	0	0
t21840aep	0	0	0	0	0	0	0	0
t30615aep	197.64	1906	2499.92	22	24.92	74	681.62	1.99
t21852aep	0	0	0	0	0	0	0	0
t30609aep	3100.18	782.9	659.64	20	837.24	55	33.15	0
t21844aep	0	0	0	0	0	0	0	0
t30619aep	1	1.01	3.99	0	705.79	3	0	0
t30602aep	0	13	0	8	0	3	0	10
t30626aep	0	0	0	0	0	0	0	0
t30627aep	0	2	0	2	0	0	0	0
t21858aep	0	23	0	25	0	19	0	22
t21851aep	1.03	2	4	1	0	0	0	6
t21841aep	24.86	5.01	670.5	3	237.2	0	1460.39	0
t30618aep	0	21	2.07	3	0	0	0	3
t21845aep	0	0	0	0	0	0	0	0
t30610aep	0	20.15	0	16.28	1.93	0	0	0
t21856aep	0	1	0	0	0	0	0	0
t30614aep	4	329.96	130.96	11	56.44	6	844.32	0
t21850aep	0	0	0	0	0	0	0	0
t21853aep	0	0	0	0	0	0	0	0
t30621aep	0	21.02	0	39.04	0	6	0	52.57
t30605aep	0	0	0	0	0	0	0	0
t30607aep	27.57	1258.21	334.01	6	13.1	308.56	1134.83	1
t30608aep	0	46.76	0	0	0	14.44	2.85	0
t30617aep	0	2	0	1	0	2	0	1
t28899aep	0	126	0	1	0	19	0	4
t21847aep	0	73	0	3	0	42	0	13
t30604aep	0	0	0	57	0	10	0	290
t21837aep	21.24	1	0.87	0	7498.45	0	58.81	27.98
t30623aep	134.48	5039.07	1417.93	16.48	0	762.03	77.36	0
t21859aep	0	0	0	0	0	0	0	0
t30620aep	0	1	0	2	0	0	0	0
t30622aep	0	1	0	6	0	30	0	39
t30624aep	859.8	38	24.39	679.4	3134.26	11	30.79	228
t21854aep	74.93	419.08	1863.72	3	7.85	185	143.6	0
t21855aep	0	10	0	0	0	16	4.01	0
t21849aep	0	0	0	0	0	0	0	0
t16594aep	0	8	0	0	0	5	0	1
t18762aep	0	0	0	0	0	0	0	0
t4300aep	19.85	131	200.89	30	0	8.98	4.73	0
t4305aep	0	0	0	0	0	0	0	0
t25340aep	0	3	0	1	0	0	0	2
t25326aep	0	0	0	0	0	0	0	0
t25324aep	0	24	0	49	0	24	0	34
t25319aep	0	0	0	0	0	0	0	0
t25317aep	0	0	0	7	0	0	0.34	1
t25330aep	0	7	0	83	0	8	0	31
t25325aep	0	8	0	6	0	0	3	3
t25329aep	0	0	0	4	0	16	0	4.99
t25323aep	0	92	0	222	0	80	0	351
t25321aep	0	37	0	101	0	3	0	60
t4297aep	0	0	0	0	0	0	0	0
t4304aep	0	0	0	0	0	0	0	0
t16574aep	0	0	0	0	0	0	0	0
t4295aep	0	36	0	4	0	63	0	70
t25318aep	0	0	0	0	0	0	0	0
t25334aep	0	2.6	0	10.41	0	0	0	3.55
t4298aep	0	0	0	1	0	0	0	0
t4299aep	0	0	0	0	0	0	0	0
t4317aep	0	0	0	0	0	0	0	0
t16591aep	0	30	0	38	0	2	0	12
t25339aep	0	3	0	8	0	0	0	11
t25327aep	1	3	1	0	0	0	1.86	0
t4311aep	0	0	0	0	0	0	0	0
t4312aep	0	6	0	13.07	0	1	0	2
t25338aep	0	0	0	2.16	0	0	0	0.89
t4315aep	0	21	0	13	0	7	0	32
t28893aep	0	8	0	4	0	8	0	14
t25332aep	0	6.99	0	0	0	0	2.1	0
t4313aep	2.12	0	0.14	0	15.42	0	44.76	0
t4316aep	0	53	0	21	0	16	0	31
t4296aep	26.28	308.71	8.89	312.96	5.56	82.95	0	308.34
t25320aep	0	7	0	5	0	0	0	2
t4314aep	174.53	989.95	4552.28	34	367.13	291	2602.2	17
t4306aep	0	30	0	31	0	13	5.48	53
t16592aep	288.87	654	5696.4	2	27.01	89	457.16	0
t25335aep	0	0	0	0	0	0	0	0
t4310aep	0	3	0	0	0	0	0	0
t4307aep	0	0	0	0	0	0	0	0
t4318aep	17.42	3724	217.83	69	56	158	1141.49	1
t16596aep	0	0	0	0	0	0	0	0
t25336aep	0	1	0	1.18	0	0	0	1
t4308aep	0	0	0	0	0	0	0	0
t4309aep	0	33	0	2	0	7	0	3
t25328aep	0	0	0	0	0	0	0	0
t4303aep	0	167	0	47	0	49	0	156
t4302aep	0	2	3	0	0	0	0	0
t25333aep	0	0	0	0	0	0	0	0
t4301aep	0	2.9	0	0	0	0	0	0
t4319aep	0	1	0	5.75	0	0	0	0
t25322aep	36.6	1	117.86	1	224.69	0	1282.93	0
t25331aep	26.73	136	834.55	6	18.32	70	1296.84	1
t25337aep	0.08	9	0	2	0	4	0	1
t16587aep	0	0	0	0	0	0	0	0
t29445aep	0	0	12.96	1	0	0	0.46	1
t27886aep	0	40	0	10	0	115	0	3
t13237aep	0	0	0	0	0	0	0	0
t27877aep	0.99	4763.46	0	491.68	0	226.28	1.59	3768.07
t27882aep	0	0	0	0	0	0	0	1
t28904aep	0	0	0	0	0	0	0	0
t27885aep	0	0	0	0	0	0	0	0
t13250aep	0	1	0	24	0	4	0	73.99
t13254aep	0	0	0	0	0	0	0	0
t13247aep	0	29	0	24	0	7	0	25
t13252aep	0	0	0	0	0	0	0	0
t13240aep	61.88	792	1443.92	0	3.97	8	105.36	0
t13253aep	16.03	12.43	70.56	9.57	43.05	0	105.22	0
t28890aep	0	0	0	0	0	0	0	0
t13249aep	0	0	0	0	0	0	0	0
t27884aep	0	6	0	4	0	0	0	3
t13243aep	0	0	0	0	0	0	0	0
t27888aep	0	0	0	0	0	0	0	0
t16576aep	0	0	0	0	0	0	0	0
t13248aep	0	0	0	0	0	0	0	0
