# piRNA Counts Matrix - Teefy et al. - PIWI-piRNA pathway-mediated Transposable Element Repression in Hydra Somatic Stem Cells
#----------------------------------------------------------------------------
# 
# abbreviations: 	ID = Identity of Transcript
#					AS = Antisense-oriented mapping
#					S = Sense-orieented mapping
#					WT = Wild Type i.e. untreated Hydra
#					Colch = Colchicine Treated Hydra Samples
# 
# ID - transcript name, as assigned in Siebert et al., 2019
# Ecto_Hyli_AS.isoforms.results - Hyli antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Ecto_Hyli_S.isoforms.results - Hyli sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Ecto_Hywi_AS.isoforms.results - Hywi antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Ecto_Hywi_S.isoforms.results - Hywi sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hyli_AS.isoforms.results - Hyli antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hyli_S.isoforms.results - Hyli sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hywi_AS.isoforms.results - Hywi antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hywi_S.isoforms.results - Hywi sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Int_Hyli_AS.isoforms.results - Hyli antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
# Int_Hyli_S.isoforms.results - Hyli sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
# Int_Hywi_AS.isoforms.results - Hywi antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
# Int_Hywi_S.isoforms.results - Hywi sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
#----------------------------------------------------------------------------
#
"ID"	"Ecto_Hyli_AS.isoforms.results"	"Ecto_Hyli_S.isoforms.results"	"Ecto_Hywi_AS.isoforms.results"	"Ecto_Hywi_S.isoforms.results"	"Endo_Hyli_AS.isoforms.results"	"Endo_Hyli_S.isoforms.results"	"Endo_Hywi_AS.isoforms.results"	"Endo_Hywi_S.isoforms.results"	"Int_Hyli_AS.isoforms.results"	"Int_Hyli_S.isoforms.results"	"Int_Hywi_AS.isoforms.results"	"Int_Hywi_S.isoforms.results"
"23574"	"t3900aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23575"	"t81aep"	0	3	0	0	0	2	0	0	0	6	0	0
"23576"	"t25127aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23577"	"t3904aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23578"	"t3892aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23579"	"t3880aep"	0	22	0	0	0	17	0	0	0	27	0	0
"23580"	"t3907aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23581"	"t3910aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23582"	"t3876aep"	0	0	4	0	0.94	0	0	0	0.91	0	0	0
"23583"	"t3885aep"	0	34	0	0	0	28	0	0	0	41	0	0
"23584"	"t3890aep"	486.05	0	432.08	0	398.4	0	390.63	0	716.18	0	666.28	0
"23585"	"t3863aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23586"	"t3864aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23587"	"t3865aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23588"	"t3866aep"	0	2	0	0	0	1	0	0	0	2	0	0
"23589"	"t3867aep"	0	1	0	0	0	2	0	0	0	2	0	0
"23590"	"t3868aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23591"	"t3912aep"	46.84	0	0	0	35.94	0	5.96	0	63.71	0	0	0
"23592"	"t3913aep"	2.36	0	0	0	2.4	0	0	0	6.56	0	0	0
"23593"	"t67aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23594"	"t3857aep"	0	4	0	0	0	9	0	0	0	7	0	0
"23595"	"t25128aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23596"	"t3871aep"	2.18	0	0	0	0	0	0	0	2.07	0	0	0
"23597"	"t3883aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23598"	"t25126aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23599"	"t3879aep"	0	6	0	0	0	6	0	0	0	10	0	0
"23600"	"t3873aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23601"	"t3874aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23602"	"t25124aep"	58	5	23	0	49	6	46	0	89	10	131	0
"23603"	"t3897aep"	68799.81	3677.84	127403.99	1011.53	62214.26	3350.94	111922.11	1382.93	107238.46	5746.09	148130.54	2930.79
"23604"	"t85aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23605"	"t11102aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23606"	"t11103aep"	0	2	0	0	0	2	0	0	0	2	0	0
"23607"	"t27368aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23608"	"t27365aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23609"	"t11101aep"	0	0	0	0	0	0	0	0	0	1	0	0
"23610"	"t11158aep"	24.72	1	11.84	0	21.71	2	2.5	0	40.24	3	16.23	0
"23611"	"t11112aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23612"	"t11113aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23613"	"t27360aep"	2.99	0	0	0	2	0	0	0	2.98	0	0	0
"23614"	"t11127aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23615"	"t11116aep"	3108.82	0	3445.94	0	2817.86	0	3436.96	0	4958.76	0	1237.92	0
"23616"	"t11157aep"	0	12	0	0	0	11	0	0	0	15	0	1.63
"23617"	"t11146aep"	0	2	0	0	0	2	0	0	0	3	0	0
"23618"	"t11110aep"	116.62	2	13.56	0	99.8	2	4.29	1	173.66	3.94	211.7	1
"23619"	"t11111aep"	178.27	4	476.95	0	182.43	6	36.88	0	299.01	12	549.48	2
"23620"	"t27366aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23621"	"t11144aep"	39.48	1	6	0	32.53	1	0	0	64.56	1	58.96	0
"23622"	"t11145aep"	345.65	0	486.02	0	318.93	0	803.24	0	546.32	0	1012.11	0
"23623"	"t27369aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23624"	"t11121aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23625"	"t77aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23626"	"t27361aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23627"	"t11123aep"	0	0	0	0	1.18	0	0	0	0	0	0	0
"23628"	"t11124aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23629"	"t11136aep"	0	10	0	0	0	10	0	0	0	19	0	2
"23630"	"t11135aep"	1516.79	34.54	1117.98	0	1409.72	25	868.38	0	2437.45	58.45	2124.75	1
"23631"	"t27367aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23632"	"t11138aep"	0	7	0	0	0	3	0	0	0	8	0	0
"23633"	"t11122aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23634"	"t11143aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23635"	"t27363aep"	1.86	0	0	0	2.91	0	0	0	3.89	0	0	0
"23636"	"t90aep"	2	0	0	0	4	0	0	0	7	0	0	0
"23637"	"t11153aep"	0	5	0	0	0	7	0	0	0	6	0	0
"23638"	"t11098aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23639"	"t11125aep"	50.67	7	0	0	43.57	2.96	0	0	65.59	4.86	0	0
"23640"	"t11126aep"	0	0	10	0	0	3.04	17	0	0	5.14	35.35	0
"23641"	"t11156aep"	0	1	0	0	0	1	0	0	0	2	0	0
"23642"	"t11108aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23643"	"t11137aep"	0	4	0	1	0	1	0	0	0	5	0	0
"23644"	"t11109aep"	0	6	0	0	0	7	0	0	0	11	0	0
"23645"	"t80aep"	4.93	0	0	0	4.92	0	0.97	0	6.89	0	3	0
"23646"	"t11133aep"	6.28	28	0	0	2.99	24	0	0	6	44.04	0	5
"23647"	"t11141aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23648"	"t11142aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23649"	"t11131aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23650"	"t11132aep"	0	0	0	0	0	1	0	0	0	0	0	0
"23651"	"t11104aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23652"	"t64aep"	0	9	0	0	0	5	0	0	0	16	0	0
"23653"	"t11149aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23654"	"t11150aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23655"	"t11118aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23656"	"t11119aep"	0	3	0	0	0	3	0	0	0	4	0	0
"23657"	"t11154aep"	0	4	0	0	0	5	0	0	0	7	0	0
"23658"	"t11115aep"	0	8	0	3	0	6	0	1	0	12	0	0
"23659"	"t11129aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23660"	"t11130aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23661"	"t11100aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23662"	"t11134aep"	338.21	16.64	451.77	4	326.64	18.61	336.51	1	568.99	30.77	669.96	14
"23663"	"t11151aep"	23.73	5	16.84	0	21.2	3	0	0	37.75	4	42.99	5
"23664"	"t11152aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23665"	"t11117aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23666"	"t79aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23667"	"t11155aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23668"	"t11096aep"	125.6	9.16	0	0	120.91	6.26	10.42	0	211.6	10.41	1.94	4
"23669"	"t11097aep"	0	0	8.03	0	0	0.91	31.47	0	4.85	1.74	42.98	0
"23670"	"t27362aep"	42	0	4	0	36.2	0	38	0	73.61	0	44.75	0
"23671"	"t11147aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23672"	"t11095aep"	393.98	0	53.01	0	333.28	2	41.12	0	595.84	2	562.1	0
"23673"	"t11092aep"	477.95	0	54.54	0	432.2	0	311	0	751.47	2	873.15	0
"23674"	"t11093aep"	1.6	0	0	0	0	0	0	0	1.73	1	0	0
"23675"	"t11094aep"	36.96	0	10.41	0	39.57	0	0	0	52.29	0	5.56	0
"23676"	"t11159aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23677"	"t87aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23678"	"t11107aep"	0	10	0	0	0	9	0	0	0	16	0	0
"23679"	"t11099aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23680"	"t11105aep"	2.97	0	0	0	2.43	0	0	0	4.95	0	0	0
"23681"	"t11139aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23682"	"t11140aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23683"	"t11160aep"	0	14.47	0	0	0	14	0	0	0	17.32	0	0
"23684"	"t11161aep"	0	16.5	0	0	0	20	0	4	0	41.68	0	0
"23685"	"t11162aep"	0	8	0	1	0	9	0	1	0	14	0	0
"23686"	"t11148aep"	0	4	0	0	0	4	0	0	0	7	0	0
"23687"	"t11114aep"	0	19	0	0	0	15	0	0	0	25	0	0
"23688"	"t27364aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23689"	"t11128aep"	159.54	0	14.98	0	137.47	0	122.99	0	249.04	0	154	0
"23690"	"t27359aep"	0.98	8	0	0	1	7	1	3	2.55	9	1.31	0
"23691"	"t11106aep"	0	1	0	0	0	1	0	0	0	1	0	0
"23692"	"t11120aep"	0	4	0	0	0	2	0	0	0	4	0	0
"23693"	"t27143aep"	0	5	0	0	0	4	0	0	0	9	0	0
"23694"	"t10403aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23695"	"t14805aep"	299.51	7	334.9	1	277.69	4	21.87	0	460.35	6	182.93	0
"23696"	"t14830aep"	0	3	0	0	0	7	0	0	0	7	0	0
"23697"	"t28546aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23698"	"t14811aep"	0	6	0	0	0	3	0	0	0	4	0	0
"23699"	"t14788aep"	4.39	26	0	0	4.17	17	0	2	8.46	41	0	9
"23700"	"t14791aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23701"	"t14794aep"	0	3	0	0	0	2	0	0	0	3	0	0
"23702"	"t14795aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23703"	"t14796aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23704"	"t14797aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23705"	"t14782aep"	0	0	0	0	0	0	0	0	1.99	0	0	0
"23706"	"t14783aep"	2.74	2	0	0	2.94	3	0	0	4.94	4	0	0
"23707"	"t89aep"	0	4	0	0	0	2	0	0	0	5	0	0
"23708"	"t14809aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23709"	"t14802aep"	0	10	0	0	0	8	0	2	0	20	0	0
"23710"	"t14807aep"	0	2	0	0	0	2	0	0	0	7	0	0
"23711"	"t23870aep"	14.03	109.04	11.78	80	15.92	95.48	14.13	110.41	20.86	152.1	33.07	290.66
"23712"	"t23871aep"	0	83.21	0	28	0	79.78	0	131.59	0	125.15	0	17.34
"23713"	"t14776aep"	0	0.15	0	0	0	0.14	0	0	0	0.22	0	0
"23714"	"t14798aep"	0	4.08	0	0	0	6	0	0	0	10.07	0	5
"23715"	"t14829aep"	17.24	3	0	0	20.32	0	0	0	29.12	0.17	0	0
"23716"	"t14778aep"	0	7	0	0	0	9	0	0	0	13	0	0
"23717"	"t28545aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23718"	"t23875aep"	0	22	0	0	0	17	0	2	0	36	0	0
"23719"	"t14808aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23720"	"t14804aep"	0	2	0	0	0	2	0	0	0	1	0	0
"23721"	"t14828aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23722"	"t14803aep"	213.79	3.87	52.85	0	180.78	0	0	0	337.55	0	0	0
"23723"	"t14816aep"	255.84	1	311.99	0	234.86	2	30	0	391.83	3	591.99	0
"23724"	"t14817aep"	3.95	1	0	0	2.98	1	0	0	3.92	1	0	0
"23725"	"t14780aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23726"	"t14775aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23727"	"t14810aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23728"	"t14827aep"	0	4	0	0	0	4	0	0	0	8	0	0
"23729"	"t14784aep"	0	21	0	0	0	13	0	0	0	26	0	0
"23730"	"t14821aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23731"	"t14826aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23732"	"t14787aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23733"	"t14823aep"	0	5	0	0	0	4	0	0	0	9	0	0
"23734"	"t14824aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23735"	"t14825aep"	0	14	0	0	0	8	0	0	0	11	0	0
"23736"	"t14799aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23737"	"t14800aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23738"	"t14801aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23739"	"t14793aep"	0	3	0	0	0	2	0	0	0	2	0	0
"23740"	"t14777aep"	0	4	0	0	0	4	0	0	0	9	0	0
"23741"	"t14779aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23742"	"t71aep"	0	14	0	0	0	13	0	0	0	17	0	0
"23743"	"t14789aep"	0	9	0	0	0	6	0	0	0	17	0	0
"23744"	"t14806aep"	0	3	0	0	0	2	0	0	0	6	0	0
"23745"	"t14818aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23746"	"t76aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23747"	"t28544aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23748"	"t28548aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23749"	"t28549aep"	0	0	0	0	0.99	0	0	0	0.99	0	0	0
"23750"	"t14792aep"	0	3	0	0	0	3	0	0	0	7	0	0
"23751"	"t14815aep"	97.46	0	66	0	94.31	0	116	0	154.48	0	149	0
"23752"	"t14774aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23753"	"t28547aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23754"	"t14813aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23755"	"t14814aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23756"	"t14781aep"	0	0	0	0	0	0	0	0	0	2	0	0
"23757"	"t14790aep"	0	5	0	0	0	5	0	0	0	6	0	0
"23758"	"t14822aep"	0	1	0	0	0	1	0	0	0	1	0	0
"23759"	"t14812aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23760"	"t14831aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23761"	"t14786aep"	0	2	0	0	0	2	0	0	0	4	0	0
"23762"	"t14785aep"	0	12	0	1	0	12	0	0	0	25	0	0
"23763"	"t14819aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23764"	"t14820aep"	0	8	0	0	0	6	0	0	0	11	0	0
"23765"	"t23145aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23766"	"t23154aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23767"	"t23155aep"	0	1	0	0	0	1	0	0	0	1	0	0
"23768"	"t23158aep"	16.12	1	27.94	0	17.19	1	4	0	32.25	1	42.35	0
"23769"	"t23127aep"	474.56	0	699	0	417.85	0	246.91	0	716.41	0	875.37	0
"23770"	"t23178aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23771"	"t23173aep"	0	23	0	0	0	14	0	9	0	25	0	9
"23772"	"t86aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23773"	"t23876aep"	0	7	0	0	0	5	0	0	0	14	0	0
"23774"	"t23188aep"	0	9	0	0	0	7	0	0	0	12	0	0
"23775"	"t30934aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23776"	"t30932aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23777"	"t23160aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23778"	"t23129aep"	0	1	0	0	0	1	0	0	0	1	0	0
"23779"	"t23144aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23780"	"t23168aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23781"	"t23141aep"	0	53	0	7	0	49	0	21	0	83	0	0
"23782"	"t30936aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23783"	"t23186aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23784"	"t23185aep"	0	48.94	0	0	0	41.51	0	5	0	80.4	0	0
"23785"	"t23159aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23786"	"t23171aep"	0	16	0	0	0	16	0	0	0	27	0	0
"23787"	"t23138aep"	0	5	0	0	0	5	0	0	0	8	0	0
"23788"	"t23143aep"	16.32	2	0	0	10.63	2	0	0	14.12	5	3.11	1
"23789"	"t23172aep"	0	0	0	0	0	0	0	0	0	1	0	0
"23790"	"t23147aep"	0	3	0	0	0	6	0	0	0	11	0	0
"23791"	"t23183aep"	0	4.08	0	0	0	4.4	0	1	0	9.37	0	0
"23792"	"t23184aep"	74.6	2.92	0	0	73.62	1.6	1	0	116.47	3.63	185	0
"23793"	"t23133aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23794"	"t30933aep"	0	1	0	0	0	1	0	0	0	1	0	0
"23795"	"t23165aep"	219.85	0	485.74	0	183.17	0	466.05	0	335.23	0	530.31	0
"23796"	"t23157aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23797"	"t23176aep"	0	0	0	0	1	2.66	0	0	1	1.98	0	0
"23798"	"t23177aep"	0	2	0	0	0	1.34	0	0	0	2.02	0	0
"23799"	"t30935aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23800"	"t84aep"	0	6	0	0	0	4	0	0	0	15	0	0
"23801"	"t23162aep"	0	10	0	7	0	9	0	0	0	14	0	0
"23802"	"t23128aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23803"	"t23161aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23804"	"t23136aep"	0	52	0	8	0	46	0	0	0	76	0	0
"23805"	"t23137aep"	0	19	0	2	0	14	0	0	0	27	0	0
"23806"	"t23148aep"	0	4	0	0	0	6	0	0	0	9	0	0
"23807"	"t23187aep"	8.96	39	0	4	8.93	36	0	4	12.92	64	0	7
"23808"	"t88aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23809"	"t23170aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23810"	"t23142aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23811"	"t23179aep"	56.03	1	32.97	1	43.97	1	0	0	80.77	1	24.93	0
"23812"	"t23181aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23813"	"t23182aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23814"	"t30931aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23815"	"t23139aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23816"	"t23146aep"	0	6	0	0	0	6	0	0	0	9	0	0
"23817"	"t30930aep"	0.21	0	0	0	0.29	0	0	0	0	0	0	0
"23818"	"t23135aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23819"	"t23175aep"	1	59	0	1	1	58	0	2	1	91	0	14
"23820"	"t23152aep"	83.32	1	47	0	74	1	71.63	0	121.69	1	116	0
"23821"	"t23153aep"	1.41	0	0	0	0	0	0	0	0	0	0	0
"23822"	"t23131aep"	0	1	0	0	0	4	0	0	0	5	0	0
"23823"	"t23132aep"	0	2	0	0	0	2	0	0	0	3	0	0
"23824"	"t23174aep"	0	12	0	0	0	10	0	2	0	22	0	0
"23825"	"t74aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23826"	"t23167aep"	0	4	0	0	0	4	0	0	0	7	0	0
"23827"	"t23169aep"	0	7	0	0	0	8	0	0	0	12	0	0
"23828"	"t23164aep"	0	3	0	0	1.15	4	0	0	1.1	3	0	0
"23829"	"t23149aep"	0	4	0	0	0	5	0	0	0	5	0	0
"23830"	"t23150aep"	6.34	0	0	0	7.36	0	0	0	6.92	0	0	0
"23831"	"t23151aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23832"	"t23140aep"	0	1	0	0	0	1	0	0	0	2	0	0
"23833"	"t23163aep"	0	3	0	0	0	4	0	0	0	4	0	0
"23834"	"t23126aep"	1	0	0	0	1	2	0	0	1	4	0	0
"23835"	"t23125aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23836"	"t61aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23837"	"t23134aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23838"	"t23180aep"	0	5	0	0	0	5	0	0	0	7	0	0
"23839"	"t23166aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23840"	"t23130aep"	0	2	0	0	0	2	0	0	0	2	0	0
"23841"	"t23156aep"	0.8	0	0	0	0.5	0	0	0	0.14	0	0	0
"23842"	"t10974aep"	9.08	0	0	0	8.08	0	0	0	12.06	0	0	0
"23843"	"t10975aep"	0	9	0	0	0	7	0	0	0	11	0	0
"23844"	"t10962aep"	0	3	0	0	0	3	0	0	0	4	0	0
"23845"	"t10976aep"	0	3	0	0	0	3	0	0	0	4	0	0
"23846"	"t27305aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23847"	"t10938aep"	0	1	0	0	0	1	0	0	0	3	0	0
"23848"	"t10950aep"	134.88	2	162.97	0	136.44	1	177.26	0	238.7	1	173.27	0
"23849"	"t27309aep"	0	0	0	0	0	0	0	0	1.52	0	0	0
"23850"	"t10929aep"	2.03	0	0	0	1	0	0	0	2.03	0	0	0
"23851"	"t27303aep"	0	509.93	0	0	0	485.69	0	308.85	0	784.63	0	1715.76
"23852"	"t10948aep"	0	0	0	0	0	0	0	0	0	1	0	0
"23853"	"t10956aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23854"	"t10957aep"	9.34	8	0	2	8.64	3	0	7	22.52	11	0	16
"23855"	"t10958aep"	18.61	0	82.68	0	20.28	0	0	0	45.08	0	87.62	0
"23856"	"t10941aep"	0	1	0	0	0	1	0	0	0	2	0	0
"23857"	"t10949aep"	0	2	0	0	0	1	0	0	0	3	0	0
"23858"	"t27306aep"	0	2	0	0	0	1	0	0	0	3	0	0
"23859"	"t27308aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23860"	"t10968aep"	0	4	0	0	0	6	0	0	0	8	0	0
"23861"	"t10966aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23862"	"t27301aep"	0	0	0	0	0	0	0	0	0.98	0	0	0
"23863"	"t27310aep"	0	21	0	0	0	15	0	0	1	40	0	39
"23864"	"t10967aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23865"	"t10940aep"	48.7	85	6	18	43.21	69	0	14	66.24	134	74.02	197
"23866"	"t10961aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23867"	"t10945aep"	15	0	0	0	19	0	0	0	28	1	1	0
"23868"	"t23872aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23869"	"t10939aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23870"	"t10970aep"	0	5	0	0	0	6	0	0	0	10	0	0
"23871"	"t10971aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23872"	"t10943aep"	65.41	84	4.92	19	56.19	76	7.94	1	96.38	134	21.34	3
"23873"	"t27302aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23874"	"t10946aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23875"	"t10951aep"	2.64	0	1.64	0	0.84	0	1.67	0	1.28	0	1.54	0
"23876"	"t10954aep"	5098.56	2087.01	5637.97	4293.92	4598.82	1934.13	5445.99	122	7915.26	3224.42	8351.98	534
"23877"	"t10964aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23878"	"t10934aep"	5.64	0	0	0	6.73	0	0	0	7.36	0	0.84	0
"23879"	"t10932aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23880"	"t10933aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23881"	"t82aep"	6.99	0	0	0	4	0	0	0	4	0	0	0
"23882"	"t10931aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23883"	"t10963aep"	1913.16	2	1687.87	0	1687.7	1	1822.21	0	2980.11	4	3488.9	0
"23884"	"t10965aep"	72.56	41.02	0	6	55.52	29.02	28	0	112.55	56.02	120.95	7
"23885"	"t27304aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23886"	"t27307aep"	0	0	0	0	0	0	0	0	0	1	0	0
"23887"	"t10959aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23888"	"t10969aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23889"	"t10953aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23890"	"t10937aep"	0	0	0	0	0	0	0	0	0	0	0	0
"23891"	"t10936aep"	0	0	0	0	0	0	0	0	0	0	0	0
