# piRNA Counts Matrix - Teefy et al. - PIWI-piRNA pathway-mediated Transposable Element Repression in Hydra Somatic Stem Cells
#----------------------------------------------------------------------------
# 
# abbreviations: 	ID = Identity of Transcript
#					AS = Antisense-oriented mapping
#					S = Sense-orieented mapping
#					WT = Wild Type i.e. untreated Hydra
#					Colch = Colchicine Treated Hydra Samples
# 
# ID - transcript name, as assigned in Siebert et al., 2019
# Ecto_Hyli_AS.isoforms.results - Hyli antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Ecto_Hyli_S.isoforms.results - Hyli sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Ecto_Hywi_AS.isoforms.results - Hywi antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Ecto_Hywi_S.isoforms.results - Hywi sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Ectodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hyli_AS.isoforms.results - Hyli antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hyli_S.isoforms.results - Hyli sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hywi_AS.isoforms.results - Hywi antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Endo_Hywi_S.isoforms.results - Hywi sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Endodermal tissue library and mapped to the Hydra transcriptome
# Int_Hyli_AS.isoforms.results - Hyli antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
# Int_Hyli_S.isoforms.results - Hyli sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
# Int_Hywi_AS.isoforms.results - Hywi antisense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
# Int_Hywi_S.isoforms.results - Hywi sense-mapped piRNA counts from piRNAs with perfect matches in a FACS-sorted small RNA Interstitial tissue library and mapped to the Hydra transcriptome
#----------------------------------------------------------------------------
#
"ID"	"Ecto_Hyli_AS.isoforms.results"	"Ecto_Hyli_S.isoforms.results"	"Ecto_Hywi_AS.isoforms.results"	"Ecto_Hywi_S.isoforms.results"	"Endo_Hyli_AS.isoforms.results"	"Endo_Hyli_S.isoforms.results"	"Endo_Hywi_AS.isoforms.results"	"Endo_Hywi_S.isoforms.results"	"Int_Hyli_AS.isoforms.results"	"Int_Hyli_S.isoforms.results"	"Int_Hywi_AS.isoforms.results"	"Int_Hywi_S.isoforms.results"
"6991"	"t32233aep"	0	0	0	0	0	0	0	0	0	0	0	0
"6992"	"t32231aep"	0	2	0	0	0	2	0	0	0	2	0	0
"6993"	"t31975aep"	0	0	0	0	0	0	0	0	0	0	0	0
"6994"	"t32225aep"	0	0	0	0	0	0	0	0	0	0	0	0
"6995"	"t32236aep"	164.37	11.59	675.37	16	158.42	12.6	595.68	22	253.36	18.71	662.12	26
"6996"	"t32234aep"	796	0	1278	0	720	0	728	0	1229.26	0	1857	0
"6997"	"t31980aep"	0	16	0	0	0	13	0	0	0	22	0	0
"6998"	"t31979aep"	0	0	0	0	0	0	0	0	0	0	0	0
"6999"	"t32226aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7000"	"t32227aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7001"	"t32229aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7002"	"t32230aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7003"	"t32235aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7004"	"t32232aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7005"	"t32858aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7006"	"t32859aep"	0	9	0	0	0	6	0	0	0	9	0	0
"7007"	"t32862aep"	0	1	0	0	0	0	0	0	0	4	0	0
"7008"	"t32860aep"	0	1	0	0	0	1	0	0	0	3	0	0
"7009"	"t32865aep"	0	4	0	0	0	6	0	0	0	4	0	0
"7010"	"t32861aep"	0	4	0	0	0	2	0	0	0	5	0	0
"7011"	"t32863aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7012"	"t32864aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7013"	"t36351aep"	0	7	0	0	0	6	0	0	0	9	0	6
"7014"	"t36348aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7015"	"t36347aep"	0	1	0	0	0	1	0	0	0	1	0	0
"7016"	"t31969aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7017"	"t36349aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7018"	"t36345aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7019"	"t36352aep"	0	1	0	0	0	2	0	0	0	3	0	0
"7020"	"t36346aep"	0	0	0	0	0	1	0	0	0	1	0	0
"7021"	"t36350aep"	199.9	3	377.99	0	191.96	1	225	0	305.13	4	502	4
"7022"	"t32639aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7023"	"t32640aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7024"	"t32641aep"	0	1	0	0	0	2	0	0	0	1	0	0
"7025"	"t32637aep"	73.67	2	17.31	0	62.35	1	7	0	108.84	1	47.96	2
"7026"	"t32638aep"	0	0	0	0	0	0	0	0	0	2	0	0
"7027"	"t32634aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7028"	"t32635aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7029"	"t32642aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7030"	"t31978aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7031"	"t32636aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7032"	"t31974aep"	0	16	0	0	0	19	0	3	0	30	0	0
"7033"	"t33671aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7034"	"t31972aep"	0.9	3	0	0	0	0	0	0	0.84	3	0.7	0
"7035"	"t33665aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7036"	"t33667aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7037"	"t33669aep"	0	18	0	0	0	15	0	0	0	26	0	7
"7038"	"t33664aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7039"	"t33666aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7040"	"t33672aep"	7.45	0	1.23	0	5.49	0	1.99	0	10.95	1	6.77	0
"7041"	"t33668aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7042"	"t33670aep"	0	2	0	0	0	3	0	0	0	4	0	0
"7043"	"t33663aep"	0	28	0	0	0	28	0	10	0	43	0	8
"7044"	"t31970aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7045"	"t36069aep"	0	7	0	0	0	8	0	3	0	14	0	1
"7046"	"t35392aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7047"	"t35387aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7048"	"t35388aep"	40.6	0	0	0	21.17	0	17.69	0	36.2	0	0	0
"7049"	"t35386aep"	0	5	0	0	0	5	0	0	0	7	0	0
"7050"	"t35390aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7051"	"t35385aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7052"	"t35394aep"	0	5	0	0	0	5	0	0	0	5	0	0
"7053"	"t35391aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7054"	"t35393aep"	0	8	0	0	0	4	0	0	0	12	0	0
"7055"	"t35395aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7056"	"t35389aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7057"	"t37390aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7058"	"t37391aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7059"	"t37384aep"	0	14.51	0	0	0	14.03	0	0	0	19.06	0	3
"7060"	"t37392aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7061"	"t37393aep"	555.44	0	1492.7	0	496.62	0	51.4	0	905.21	0	1466.79	0
"7062"	"t37383aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7063"	"t37388aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7064"	"t37389aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7065"	"t37386aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7066"	"t37387aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7067"	"t37385aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7068"	"t36076aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7069"	"t36418aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7070"	"t36423aep"	2456	91	5644.36	82	2251.13	86	4517.77	75	3856.73	142	6416.12	111
"7071"	"t36422aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7072"	"t33276aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7073"	"t36419aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7074"	"t36420aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7075"	"t36417aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7076"	"t36421aep"	0	1	0	0	0	1	0	0	0	1	0	0
"7077"	"t33830aep"	1	149	0	0	0	154	0	0	0	268	0	460
"7078"	"t33829aep"	0	1	0	0	0	1	0	0	0	2	0	0
"7079"	"t33832aep"	4	0	0	0	6.79	0	0	0	9.52	0	0	0
"7080"	"t33831aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7081"	"t33827aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7082"	"t33833aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7083"	"t33828aep"	0.79	0	0	0	1.87	0	0	0	0.59	0	0	0
"7084"	"t33834aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7085"	"t36068aep"	0	0	0	0	0	1	0	0	0	0	0	0
"7086"	"t34145aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7087"	"t34142aep"	29.88	1	33.23	0	32.13	1	29.17	0	55.99	1	37.15	0
"7088"	"t34146aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7089"	"t34148aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7090"	"t34150aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7091"	"t34140aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7092"	"t34144aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7093"	"t34143aep"	1	175	0	141	1	156	0	136	2	273	0	185
"7094"	"t34141aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7095"	"t34139aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7096"	"t34149aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7097"	"t34138aep"	36.5	13	5.64	2	35.82	12	0	6	65.64	18	5.9	0
"7098"	"t34147aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7099"	"t34137aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7100"	"t32802aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7101"	"t32796aep"	0	12	0	0	0	13	0	2	0	31	0	0
"7102"	"t33273aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7103"	"t32797aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7104"	"t32804aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7105"	"t33271aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7106"	"t32800aep"	8.37	1	0	0	13.66	1	0	0	17.62	2	0	0
"7107"	"t32798aep"	0	11	0	0	0	6	0	0	0	19	0	0
"7108"	"t32803aep"	0	0	0	0	0	0	0	0	0	2	0	0
"7109"	"t32801aep"	0	5	0	0	0	6	0	0	0	7	0	0
"7110"	"t32799aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7111"	"t36070aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7112"	"t34937aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7113"	"t34939aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7114"	"t34941aep"	0	1	0	0	0	1	0	0	0	1	0	0
"7115"	"t34935aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7116"	"t33269aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7117"	"t34942aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7118"	"t34938aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7119"	"t34936aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7120"	"t34940aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7121"	"t33569aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7122"	"t33555aep"	0.32	0	0	0	0.39	0	0	0	0	0	0	0
"7123"	"t33570aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7124"	"t33564aep"	0	0	0	0	0	1	0	0	0	1	0	0
"7125"	"t33568aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7126"	"t33563aep"	222.76	33	148.99	0	190.95	31	160.99	0	346.48	45	240.98	2
"7127"	"t33567aep"	0	5	0	0	0	3	0	0	0	8	0	0
"7128"	"t33557aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7129"	"t33274aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7130"	"t33560aep"	979.1	0	3301.68	0	899.16	0	3101.61	0	1577.3	0	3355.88	0
"7131"	"t33559aep"	0	3	0	0	0	2	0	0	0	4	0	0
"7132"	"t33561aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7133"	"t33556aep"	1.97	1	0	0	1.98	1	0.86	0	1.96	1	0	0
"7134"	"t33275aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7135"	"t33558aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7136"	"t33562aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7137"	"t33565aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7138"	"t33566aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7139"	"t36237aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7140"	"t36247aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7141"	"t36243aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7142"	"t36246aep"	0	1	0	0	0	2	0	0	0	2	0	0
"7143"	"t36239aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7144"	"t36241aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7145"	"t36244aep"	1.24	0	0	0	2.42	0	0	0	2.29	0	0.97	0
"7146"	"t36242aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7147"	"t36240aep"	0	0	0	0	0	0	0	0	0	1	0	0
"7148"	"t36245aep"	0	10	0	0	0	10	0	0	0	18	0	0
"7149"	"t33270aep"	0	8	0	0	0	4	0	0	0	9	0	0
"7150"	"t36238aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7151"	"t36248aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7152"	"t34658aep"	2979	1	9031.92	0	2709	2	8824	0	4705.99	2	9671	0
"7153"	"t34657aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7154"	"t34661aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7155"	"t34665aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7156"	"t33272aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7157"	"t34666aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7158"	"t34664aep"	0	9	0	0	0	6	0	0	0	12	0	0
"7159"	"t34656aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7160"	"t34660aep"	0	18.09	0	0	0	21.06	0	0	0	28.09	0	0
"7161"	"t34659aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7162"	"t34663aep"	0	3	0	0	0	3	0	0	0	8	0	0
"7163"	"t34662aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7164"	"t38052aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7165"	"t38058aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7166"	"t38061aep"	0	0	0	0	0	1	0	0	0	0	0	0
"7167"	"t38050aep"	0	0	0	0	0	1	0	0	0	0	0	0
"7168"	"t38053aep"	0	16	0	0	0	14	0	0	0	24	0	0
"7169"	"t38063aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7170"	"t38064aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7171"	"t38054aep"	0	4	0	0	0	4	0	0	0	5.59	0	0
"7172"	"t38049aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7173"	"t38051aep"	0	6	0	0	0	8	0	0	0	18	0	0
"7174"	"t38062aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7175"	"t38055aep"	0	3	0	0	0	1	0	0	0	3	0	0
"7176"	"t38060aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7177"	"t38056aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7178"	"t38057aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7179"	"t38059aep"	0	5	0	0	0	6	0	0	0	10	0	0
"7180"	"t32955aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7181"	"t32953aep"	0	54.07	0	0	0	49.32	0	47	0	81.16	0	1.59
"7182"	"t36480aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7183"	"t32965aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7184"	"t32962aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7185"	"t32957aep"	0	25	0	1	0	22	0	1	0	36	0	0
"7186"	"t32958aep"	0	1	0	0	0	1	0	0	0	1	0	0
"7187"	"t32960aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7188"	"t32956aep"	247.88	1	583	1	236.71	2	552	0	406.71	3	609	0
"7189"	"t32961aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7190"	"t32963aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7191"	"t32954aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7192"	"t36479aep"	58.79	7080.15	7	12827	58.31	6316.38	3	9074	94.06	10829.77	7	15076
"7193"	"t32952aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7194"	"t32959aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7195"	"t32966aep"	39.87	103.63	21.17	31.25	29.05	87.77	0	0	57.69	156.38	42.34	0
"7196"	"t32964aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7197"	"t36062aep"	28.93	2	2.62	0	21.95	2	6.76	0	44.86	3	15.67	1
"7198"	"t37512aep"	0	4	0	0	0	5	0	0	0	7	0	0
"7199"	"t37502aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7200"	"t37511aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7201"	"t36477aep"	94	3	91	0	85	3	56	0	152	6	125	0
"7202"	"t37509aep"	0.95	5	0	0	0.94	5	0	0	0.91	7	0	6
"7203"	"t37506aep"	1	0	0	0	1	0	0	0	0	0	0	0
"7204"	"t37505aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7205"	"t37501aep"	161.87	0	132.86	0	154.54	0	110.14	0	239.12	0	161.22	0
"7206"	"t37503aep"	0	31	0	7	0	24	0	0	0	38	0	0
"7207"	"t37507aep"	5.06	1	0	0	5.06	0	0	0	7.04	2	10	0
"7208"	"t37504aep"	0	4	0	0	0	5	0	0	0	5	0	0
"7209"	"t37508aep"	0	3	0	0	0	3	0	0	0	4	0	0
"7210"	"t37510aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7211"	"t33876aep"	0	0.69	0	0	0	0.69	0	0	0	1.69	0	0
"7212"	"t33872aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7213"	"t33878aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7214"	"t33880aep"	0	5	0	0	0	7	0	0	0	9.99	0	0
"7215"	"t33875aep"	0	1	0	0	0	1	0	0	0	2	0	0
"7216"	"t33882aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7217"	"t33881aep"	0	7	0	0	0	7	0	3	0	9	0	0
"7218"	"t33871aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7219"	"t33883aep"	4214.45	39	8643.62	2	3821.92	37	8576.16	0	6584.17	64	10695.92	33
"7220"	"t33873aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7221"	"t33879aep"	19.71	536	0	371	15.91	488.21	0	161	23.98	826.18	22.55	658
"7222"	"t33877aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7223"	"t33874aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7224"	"t33870aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7225"	"t33884aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7226"	"t34893aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7227"	"t34891aep"	13.54	0	0	0	10.29	0	0	0	16.31	0	0	0
"7228"	"t34892aep"	0	8.86	0	0	0	7.89	0	0	0	10.18	0	0
"7229"	"t34884aep"	196.88	11	242	0	176.88	7	144.97	8	306.85	15	308	8
"7230"	"t34889aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7231"	"t34885aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7232"	"t34887aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7233"	"t34888aep"	0	18	0	0	0	13	0	1	0	37	0	0
"7234"	"t34886aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7235"	"t34890aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7236"	"t34894aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7237"	"t34771aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7238"	"t34777aep"	0	2	0	0	0	2	0	0	0	3	0	0
"7239"	"t34779aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7240"	"t34772aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7241"	"t34778aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7242"	"t34773aep"	0	1.25	0	1	0	1.15	0	0	0	2.43	0	3
"7243"	"t34769aep"	680.7	3	562.95	0	609.85	2	458	0	1058.81	4	752.95	0
"7244"	"t34768aep"	0	2	0	0	0	1	0	0	0	2	0	0
"7245"	"t36482aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7246"	"t34774aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7247"	"t34775aep"	0	2	0	0	0	1	0	0	0	2	0	0
"7248"	"t34776aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7249"	"t34770aep"	19.91	303	0	170	11.9	281	0	31	28.68	496	2	566
"7250"	"t34767aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7251"	"t37654aep"	0	25	0	11	0	19	0	0	0	30	0	0
"7252"	"t37661aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7253"	"t37660aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7254"	"t37664aep"	0	0.48	0	0	0	0.48	0	0	0	0	0	0
"7255"	"t37656aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7256"	"t37652aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7257"	"t37651aep"	30	397	9	233	28	343	0	162	52	597	11	515
"7258"	"t37659aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7259"	"t37655aep"	0	0	0	0	0	0	0	0	0	1	0	0
"7260"	"t37653aep"	0	2	0	0	0	3	0	0	0	5	0	0
"7261"	"t37662aep"	1.1	0	0	0	0.13	0	0	0	2.47	0	0	0
"7262"	"t37663aep"	3	0	0	0	5	0	0	0	3	0	0	0
"7263"	"t37658aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7264"	"t37657aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7265"	"t37237aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7266"	"t37239aep"	4.84	4	0	0	4.94	4	0	0	8.7	6	0	0
"7267"	"t37230aep"	1913.37	129	4917.1	73	1741.66	125	4172.18	64	3101.6	188.99	4611.25	303
"7268"	"t37235aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7269"	"t37238aep"	0	1	0	0	0	2	0	0	0	1	0	0
"7270"	"t37234aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7271"	"t37233aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7272"	"t37240aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7273"	"t37236aep"	0.81	178.96	0	2	0.83	148	0	190	0.7	245.95	0	167
"7274"	"t37241aep"	0	3	5.72	0	1.27	3	0	0	5.61	5	0	1
"7275"	"t37231aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7276"	"t37232aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7277"	"t36481aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7278"	"t36312aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7279"	"t36308aep"	0	14	0	0	0	11	0	0	0	19	0	0
"7280"	"t36478aep"	0	4.74	0	0	0	2.66	0	0	0	6.75	0	0
"7281"	"t36314aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7282"	"t36307aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7283"	"t36310aep"	0	1	0	0	0	0	0	0	0	0	0	0
"7284"	"t36309aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7285"	"t36313aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7286"	"t36311aep"	0	1	0	0	0	1	0	0	0	1	0	0
"7287"	"t38705aep"	0	0	0	0	0	0	0	0	0	1	0	0
"7288"	"t38706aep"	2	0	0	0	1	0	0	0	10.01	0	0	0
"7289"	"t38701aep"	0	2	0	0	0	2	0	0	0	4	0	0
"7290"	"t38703aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7291"	"t38702aep"	0	0	0	0	0	0	0	0	0	0	1	0
"7292"	"t38704aep"	0	1	0	0	0	1	0	0	0	3	0	0
"7293"	"t31774aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7294"	"t35134aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7295"	"t31778aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7296"	"t31775aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7297"	"t31776aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7298"	"t35139aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7299"	"t31780aep"	0	0	0	0	0.87	0	0	0	0.77	0	0	0
"7300"	"t31779aep"	0	20	0	0	0	10	0	0	0	28	0	0
"7301"	"t31777aep"	0	2	0	0	0	2	0	0	0	3	0	0
"7302"	"t38385aep"	0	1	0	0	0	0	0	0	0	0	0	0
"7303"	"t35137aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7304"	"t38383aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7305"	"t38386aep"	0	2	0	0	0	2	0	0	0	4	0	0
"7306"	"t38374aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7307"	"t38384aep"	1191.17	3	99.2	0	1097.32	4	222.66	0	1884.42	5	966.99	0
"7308"	"t38388aep"	0	0	0	0	0	0	0	0	0	0	0	0
"7309"	"t38375aep"	0	1	0	0	0	2	0	0	0	3	0	0
"7310"	"t38380aep"	0	23	0	0	0	21	0	0	0	36	0	0
"7311"	"t38373aep"	0	4	0	0	0	4	0	0	0	8	0	0
"7312"	"t38372aep"	0	2	0	0	0	0	0	0	0	2	0	0
"7313"	"t35135aep"	375.12	3	67.92	0	338.9	5	82	0	587.16	7	579.98	0
"7314"	"t38371aep"	0	1	0	0	0	1	0	0	0	3	0	0
"7315"	"t38376aep"	0	0	0	0	0	0	0	0	0	1	0	0
