# Ping Pong Matrix  - Teefy et al. - PIWI-piRNA pathway-mediated transposable element repression in Hydra somatic stem cells
#----------------------------------------------------------------------------
#
# abbreviations: 	ID = Identity of Transcript
#					Ping_Pong = Reciprocal method of PIWI-mediated RNA destruction
#					Inverse = Ping-Pong between non-canonical PIWI pairs (i.e. Hywi S/Hyli AS)
#					Epi = Epithelial
#					Whole =  Occuring in the whole or WT Hydra
# 
# ID - Transcript name, as assigned in Siebert et al., 2018
# Whole_Ping_Pong - TRUE if at least one Hywi AS/Hyli S Ping-Pong hit occurs on the transcript in whole Hydra, else FALSE
# Epi_Ping_Pong - TRUE if at least one Hywi AS/Hyli S Ping-Pong hit occurs on the transcript in epithelial Hydra, else FALSE
# Whole_Ping_Pong_Inverse - TRUE if at least one Hywi S/Hyli AS Ping-Pong hit occurs on the transcript in whole Hydra, else FALSE
# Epi_Ping_Pong_Inverse - TRUE if at least one Hywi S/Hyli AS Ping-Pong hit occurs on the transcript in epithelial Hydra, else FALSE
# 
#------------------------------------------------------------------------------------------------------------------------------------------------------
#
"ID" "Whole_Ping_Pong" "Epi_Ping_Pong" "Whole_Ping_Pong_Inverse" "Epi_Ping_Pong_Inverse"
"17839" "t26058aep" FALSE FALSE FALSE FALSE
"17840" "t26059aep" FALSE FALSE FALSE FALSE
"17841" "t2605aep" FALSE FALSE FALSE FALSE
"17842" "t26060aep" FALSE FALSE FALSE FALSE
"17843" "t26061aep" FALSE FALSE FALSE FALSE
"17844" "t26062aep" FALSE FALSE FALSE FALSE
"17845" "t26063aep" FALSE FALSE FALSE FALSE
"17846" "t26064aep" FALSE FALSE FALSE FALSE
"17847" "t26065aep" FALSE FALSE FALSE FALSE
"17848" "t26066aep" FALSE FALSE FALSE FALSE
"17849" "t26067aep" FALSE FALSE FALSE FALSE
"17850" "t26068aep" FALSE FALSE FALSE FALSE
"17851" "t26069aep" FALSE FALSE FALSE FALSE
"17852" "t2606aep" FALSE FALSE FALSE FALSE
"17853" "t26070aep" FALSE FALSE FALSE FALSE
"17854" "t26071aep" FALSE FALSE FALSE FALSE
"17855" "t26072aep" FALSE FALSE FALSE FALSE
"17856" "t26073aep" FALSE FALSE FALSE FALSE
"17857" "t26074aep" TRUE FALSE FALSE FALSE
"17858" "t26075aep" FALSE FALSE FALSE FALSE
"17859" "t26076aep" FALSE FALSE FALSE FALSE
"17860" "t26077aep" FALSE FALSE FALSE FALSE
"17861" "t26078aep" FALSE FALSE FALSE FALSE
"17862" "t26079aep" FALSE FALSE FALSE FALSE
"17863" "t2607aep" FALSE FALSE FALSE FALSE
"17864" "t26080aep" FALSE FALSE FALSE FALSE
"17865" "t26081aep" FALSE FALSE FALSE FALSE
"17866" "t26082aep" FALSE FALSE FALSE FALSE
"17867" "t26083aep" FALSE FALSE FALSE FALSE
"17868" "t26084aep" FALSE FALSE FALSE FALSE
"17869" "t26085aep" FALSE FALSE FALSE FALSE
"17870" "t26086aep" FALSE FALSE FALSE FALSE
"17871" "t26087aep" FALSE FALSE FALSE FALSE
"17872" "t26088aep" FALSE FALSE FALSE FALSE
"17873" "t26089aep" FALSE FALSE FALSE FALSE
"17874" "t2608aep" FALSE FALSE FALSE FALSE
"17875" "t26090aep" FALSE FALSE FALSE FALSE
"17876" "t26091aep" FALSE FALSE FALSE FALSE
"17877" "t26092aep" FALSE FALSE FALSE FALSE
"17878" "t26093aep" FALSE FALSE FALSE FALSE
"17879" "t26094aep" FALSE FALSE FALSE FALSE
"17880" "t26095aep" FALSE FALSE FALSE FALSE
"17881" "t26096aep" FALSE FALSE FALSE FALSE
"17882" "t26097aep" FALSE FALSE FALSE FALSE
"17883" "t26098aep" FALSE FALSE FALSE FALSE
"17884" "t26099aep" FALSE FALSE FALSE FALSE
"17885" "t2609aep" FALSE FALSE FALSE FALSE
"17886" "t260aep" FALSE FALSE FALSE FALSE
"17887" "t26100aep" FALSE FALSE FALSE FALSE
"17888" "t26101aep" FALSE FALSE FALSE FALSE
"17889" "t26102aep" FALSE FALSE FALSE FALSE
"17890" "t26103aep" FALSE FALSE FALSE FALSE
"17891" "t26104aep" FALSE FALSE FALSE FALSE
"17892" "t26105aep" FALSE FALSE FALSE FALSE
"17893" "t26106aep" FALSE FALSE FALSE FALSE
"17894" "t26107aep" FALSE FALSE FALSE FALSE
"17895" "t26108aep" FALSE FALSE FALSE FALSE
"17896" "t26109aep" FALSE FALSE FALSE FALSE
"17897" "t2610aep" FALSE FALSE FALSE FALSE
"17898" "t26110aep" FALSE FALSE FALSE FALSE
"17899" "t26111aep" FALSE FALSE FALSE FALSE
"17900" "t26112aep" FALSE FALSE FALSE FALSE
"17901" "t26113aep" FALSE FALSE FALSE FALSE
"17902" "t26114aep" FALSE FALSE FALSE FALSE
"17903" "t26115aep" FALSE FALSE FALSE FALSE
"17904" "t26116aep" FALSE FALSE FALSE FALSE
"17905" "t26117aep" FALSE FALSE FALSE FALSE
"17906" "t26118aep" FALSE FALSE FALSE FALSE
"17907" "t26119aep" FALSE FALSE FALSE FALSE
"17908" "t2611aep" FALSE FALSE FALSE FALSE
"17909" "t26120aep" FALSE FALSE FALSE FALSE
"17910" "t26121aep" FALSE FALSE FALSE FALSE
"17911" "t26122aep" FALSE FALSE FALSE FALSE
"17912" "t26123aep" FALSE FALSE FALSE FALSE
"17913" "t26124aep" FALSE FALSE FALSE FALSE
"17914" "t26125aep" FALSE FALSE FALSE FALSE
"17915" "t26126aep" FALSE FALSE FALSE FALSE
"17916" "t26127aep" FALSE FALSE FALSE FALSE
"17917" "t26128aep" FALSE FALSE FALSE FALSE
"17918" "t26129aep" FALSE FALSE FALSE FALSE
"17919" "t2612aep" FALSE FALSE FALSE FALSE
"17920" "t26130aep" FALSE FALSE FALSE FALSE
"17921" "t26131aep" FALSE FALSE FALSE FALSE
"17922" "t26132aep" FALSE FALSE FALSE FALSE
"17923" "t26133aep" FALSE FALSE FALSE FALSE
"17924" "t26134aep" FALSE FALSE FALSE FALSE
"17925" "t26135aep" FALSE FALSE FALSE FALSE
"17926" "t26136aep" FALSE FALSE FALSE FALSE
"17927" "t26137aep" FALSE FALSE FALSE FALSE
"17928" "t26138aep" FALSE FALSE FALSE FALSE
"17929" "t26139aep" FALSE FALSE FALSE FALSE
"17930" "t2613aep" FALSE FALSE FALSE FALSE
"17931" "t26140aep" FALSE FALSE FALSE FALSE
"17932" "t26141aep" FALSE FALSE FALSE FALSE
"17933" "t26142aep" FALSE FALSE FALSE FALSE
"17934" "t26143aep" FALSE FALSE FALSE FALSE
"17935" "t26144aep" FALSE FALSE FALSE FALSE
"17936" "t26145aep" FALSE FALSE FALSE FALSE
"17937" "t26146aep" FALSE FALSE FALSE FALSE
"17938" "t26147aep" FALSE FALSE FALSE FALSE
"17939" "t26148aep" FALSE FALSE FALSE FALSE
"17940" "t26149aep" FALSE FALSE FALSE FALSE
"17941" "t2614aep" FALSE FALSE FALSE FALSE
"17942" "t26150aep" FALSE FALSE FALSE FALSE
"17943" "t26151aep" TRUE FALSE FALSE FALSE
"17944" "t26152aep" FALSE FALSE FALSE FALSE
"17945" "t26153aep" FALSE FALSE FALSE FALSE
"17946" "t26154aep" FALSE FALSE FALSE FALSE
"17947" "t26155aep" FALSE FALSE FALSE FALSE
"17948" "t26156aep" FALSE FALSE FALSE FALSE
"17949" "t26157aep" FALSE FALSE FALSE FALSE
"17950" "t26158aep" FALSE FALSE FALSE FALSE
"17951" "t26159aep" FALSE FALSE FALSE FALSE
"17952" "t2615aep" TRUE FALSE FALSE FALSE
"17953" "t26160aep" FALSE FALSE FALSE FALSE
"17954" "t26161aep" FALSE FALSE FALSE FALSE
"17955" "t26162aep" FALSE FALSE FALSE FALSE
"17956" "t26163aep" FALSE FALSE FALSE FALSE
"17957" "t26164aep" FALSE FALSE FALSE FALSE
"17958" "t26165aep" FALSE FALSE FALSE FALSE
"17959" "t26166aep" FALSE FALSE FALSE FALSE
"17960" "t26167aep" FALSE FALSE FALSE FALSE
"17961" "t26168aep" FALSE FALSE FALSE FALSE
"17962" "t26169aep" FALSE FALSE FALSE FALSE
"17963" "t2616aep" FALSE FALSE FALSE FALSE
"17964" "t26170aep" FALSE FALSE FALSE FALSE
"17965" "t26171aep" FALSE FALSE FALSE FALSE
"17966" "t26172aep" FALSE FALSE FALSE FALSE
"17967" "t26173aep" FALSE FALSE FALSE FALSE
"17968" "t26174aep" FALSE FALSE FALSE FALSE
"17969" "t26175aep" FALSE FALSE FALSE FALSE
"17970" "t26176aep" FALSE FALSE FALSE FALSE
"17971" "t26177aep" FALSE FALSE FALSE FALSE
"17972" "t26178aep" FALSE FALSE FALSE FALSE
"17973" "t26179aep" FALSE FALSE FALSE FALSE
"17974" "t2617aep" FALSE FALSE FALSE FALSE
"17975" "t26180aep" FALSE FALSE FALSE FALSE
"17976" "t26181aep" FALSE FALSE FALSE FALSE
"17977" "t26182aep" FALSE FALSE FALSE FALSE
"17978" "t26183aep" FALSE FALSE FALSE FALSE
"17979" "t26184aep" FALSE FALSE FALSE FALSE
"17980" "t26185aep" FALSE FALSE FALSE FALSE
"17981" "t26186aep" FALSE FALSE FALSE FALSE
"17982" "t26187aep" FALSE FALSE FALSE FALSE
"17983" "t26188aep" FALSE FALSE FALSE FALSE
"17984" "t26189aep" FALSE FALSE FALSE FALSE
"17985" "t2618aep" FALSE FALSE FALSE FALSE
"17986" "t26190aep" FALSE FALSE FALSE FALSE
"17987" "t26191aep" FALSE FALSE FALSE FALSE
"17988" "t26192aep" FALSE FALSE FALSE FALSE
"17989" "t26193aep" FALSE FALSE FALSE FALSE
"17990" "t26194aep" FALSE FALSE FALSE FALSE
"17991" "t26195aep" FALSE FALSE FALSE FALSE
"17992" "t26196aep" FALSE FALSE FALSE FALSE
"17993" "t26197aep" FALSE FALSE FALSE FALSE
"17994" "t26198aep" FALSE FALSE FALSE FALSE
"17995" "t26199aep" FALSE FALSE FALSE FALSE
"17996" "t2619aep" FALSE FALSE FALSE FALSE
"17997" "t261aep" FALSE FALSE FALSE FALSE
"17998" "t26200aep" FALSE FALSE FALSE FALSE
"17999" "t26201aep" FALSE FALSE FALSE FALSE
"18000" "t26202aep" FALSE FALSE FALSE FALSE
"18001" "t26203aep" FALSE FALSE FALSE FALSE
"18002" "t26204aep" FALSE FALSE FALSE FALSE
"18003" "t26205aep" FALSE FALSE FALSE FALSE
"18004" "t26206aep" TRUE TRUE TRUE TRUE
"18005" "t26207aep" TRUE FALSE FALSE FALSE
"18006" "t26208aep" TRUE FALSE FALSE FALSE
"18007" "t26209aep" FALSE FALSE FALSE FALSE
"18008" "t2620aep" FALSE FALSE FALSE FALSE
"18009" "t26210aep" FALSE FALSE FALSE FALSE
"18010" "t26211aep" FALSE FALSE FALSE FALSE
"18011" "t26212aep" FALSE FALSE FALSE FALSE
"18012" "t26213aep" FALSE FALSE FALSE FALSE
"18013" "t26214aep" FALSE FALSE FALSE FALSE
"18014" "t26215aep" FALSE FALSE FALSE FALSE
"18015" "t26216aep" FALSE FALSE FALSE FALSE
"18016" "t26217aep" FALSE FALSE FALSE FALSE
"18017" "t26218aep" FALSE FALSE FALSE FALSE
"18018" "t26219aep" FALSE FALSE FALSE FALSE
"18019" "t2621aep" TRUE FALSE FALSE FALSE
"18020" "t26220aep" FALSE FALSE FALSE FALSE
"18021" "t26221aep" FALSE FALSE FALSE FALSE
"18022" "t26222aep" FALSE FALSE FALSE FALSE
"18023" "t26223aep" FALSE FALSE FALSE FALSE
"18024" "t26224aep" FALSE FALSE FALSE FALSE
"18025" "t26225aep" FALSE FALSE FALSE FALSE
"18026" "t26226aep" FALSE FALSE FALSE FALSE
"18027" "t26227aep" FALSE FALSE FALSE FALSE
"18028" "t26228aep" FALSE FALSE FALSE FALSE
"18029" "t26229aep" FALSE FALSE FALSE FALSE
"18030" "t2622aep" TRUE FALSE FALSE FALSE
"18031" "t26230aep" FALSE FALSE FALSE FALSE
"18032" "t26231aep" FALSE FALSE FALSE FALSE
"18033" "t26232aep" TRUE FALSE TRUE FALSE
"18034" "t26233aep" FALSE FALSE FALSE FALSE
"18035" "t26234aep" FALSE FALSE FALSE FALSE
"18036" "t26235aep" FALSE FALSE FALSE FALSE
"18037" "t26236aep" FALSE FALSE FALSE FALSE
"18038" "t26237aep" FALSE FALSE FALSE FALSE
"18039" "t26238aep" FALSE FALSE FALSE FALSE
"18040" "t26239aep" FALSE FALSE FALSE FALSE
"18041" "t2623aep" FALSE FALSE FALSE FALSE
"18042" "t26240aep" FALSE FALSE FALSE FALSE
"18043" "t26241aep" FALSE FALSE FALSE FALSE
"18044" "t26242aep" FALSE FALSE FALSE FALSE
"18045" "t26243aep" FALSE FALSE FALSE FALSE
"18046" "t26244aep" FALSE FALSE FALSE FALSE
"18047" "t26245aep" FALSE FALSE FALSE FALSE
"18048" "t26246aep" FALSE FALSE FALSE FALSE
"18049" "t26247aep" FALSE FALSE FALSE FALSE
"18050" "t26248aep" FALSE FALSE FALSE FALSE
"18051" "t26249aep" FALSE FALSE FALSE FALSE
"18052" "t2624aep" FALSE FALSE TRUE FALSE
"18053" "t26250aep" FALSE FALSE FALSE FALSE
"18054" "t26251aep" FALSE FALSE FALSE FALSE
"18055" "t26252aep" FALSE FALSE FALSE FALSE
"18056" "t26253aep" FALSE FALSE FALSE FALSE
"18057" "t26254aep" FALSE FALSE FALSE FALSE
"18058" "t26255aep" FALSE FALSE FALSE FALSE
"18059" "t26256aep" FALSE FALSE FALSE FALSE
"18060" "t26257aep" FALSE FALSE FALSE FALSE
"18061" "t26258aep" FALSE FALSE FALSE FALSE
"18062" "t26259aep" FALSE FALSE FALSE FALSE
"18063" "t2625aep" FALSE FALSE FALSE FALSE
"18064" "t26260aep" FALSE FALSE FALSE FALSE
"18065" "t26261aep" FALSE FALSE FALSE FALSE
"18066" "t26262aep" FALSE FALSE FALSE FALSE
"18067" "t26263aep" FALSE FALSE FALSE FALSE
"18068" "t26264aep" FALSE FALSE FALSE FALSE
"18069" "t26265aep" FALSE FALSE FALSE FALSE
"18070" "t26266aep" FALSE FALSE FALSE FALSE
"18071" "t26267aep" FALSE FALSE FALSE FALSE
"18072" "t26268aep" FALSE FALSE FALSE FALSE
"18073" "t26269aep" FALSE FALSE FALSE FALSE
"18074" "t2626aep" FALSE FALSE FALSE FALSE
"18075" "t26270aep" FALSE FALSE FALSE FALSE
"18076" "t26271aep" FALSE FALSE FALSE FALSE
"18077" "t26272aep" FALSE FALSE FALSE FALSE
"18078" "t26273aep" TRUE FALSE FALSE FALSE
"18079" "t26274aep" FALSE FALSE FALSE FALSE
"18080" "t26275aep" FALSE FALSE FALSE FALSE
"18081" "t26276aep" FALSE FALSE FALSE FALSE
"18082" "t26277aep" FALSE FALSE FALSE FALSE
"18083" "t26278aep" FALSE FALSE FALSE FALSE
"18084" "t26279aep" FALSE FALSE FALSE FALSE
"18085" "t2627aep" FALSE FALSE FALSE FALSE
"18086" "t26280aep" FALSE FALSE FALSE FALSE
"18087" "t26281aep" FALSE FALSE FALSE FALSE
"18088" "t26282aep" FALSE FALSE FALSE FALSE
"18089" "t26283aep" FALSE FALSE FALSE FALSE
"18090" "t26284aep" FALSE FALSE FALSE FALSE
"18091" "t26285aep" FALSE FALSE FALSE FALSE
"18092" "t26286aep" FALSE FALSE FALSE FALSE
"18093" "t26287aep" FALSE FALSE FALSE FALSE
"18094" "t26288aep" FALSE FALSE FALSE FALSE
"18095" "t26289aep" FALSE FALSE FALSE FALSE
"18096" "t2628aep" FALSE FALSE FALSE FALSE
"18097" "t26290aep" FALSE FALSE FALSE FALSE
"18098" "t26291aep" FALSE FALSE FALSE FALSE
"18099" "t26292aep" FALSE FALSE FALSE FALSE
"18100" "t26293aep" FALSE FALSE FALSE FALSE
"18101" "t26294aep" FALSE FALSE FALSE FALSE
"18102" "t26295aep" FALSE FALSE FALSE FALSE
"18103" "t26296aep" FALSE FALSE FALSE FALSE
"18104" "t26297aep" FALSE FALSE FALSE FALSE
"18105" "t26298aep" FALSE FALSE FALSE FALSE
"18106" "t26299aep" FALSE FALSE FALSE FALSE
"18107" "t2629aep" FALSE FALSE FALSE FALSE
"18108" "t262aep" FALSE FALSE FALSE FALSE
"18109" "t26300aep" FALSE FALSE FALSE FALSE
"18110" "t26301aep" FALSE FALSE FALSE FALSE
"18111" "t26302aep" FALSE FALSE FALSE FALSE
"18112" "t26303aep" FALSE FALSE FALSE FALSE
"18113" "t26304aep" TRUE FALSE FALSE FALSE
"18114" "t26305aep" FALSE FALSE FALSE FALSE
"18115" "t26306aep" FALSE FALSE FALSE FALSE
"18116" "t26307aep" FALSE FALSE FALSE FALSE
"18117" "t26308aep" FALSE FALSE FALSE FALSE
"18118" "t26309aep" FALSE FALSE FALSE FALSE
"18119" "t2630aep" FALSE FALSE FALSE FALSE
"18120" "t26310aep" FALSE FALSE FALSE FALSE
"18121" "t26311aep" FALSE FALSE FALSE FALSE
"18122" "t26312aep" TRUE FALSE FALSE FALSE
"18123" "t26313aep" TRUE FALSE FALSE FALSE
"18124" "t26314aep" TRUE FALSE FALSE FALSE
"18125" "t26315aep" FALSE FALSE FALSE FALSE
"18126" "t26316aep" FALSE FALSE FALSE FALSE
"18127" "t26317aep" FALSE FALSE FALSE FALSE
"18128" "t26318aep" FALSE FALSE FALSE FALSE
"18129" "t26319aep" FALSE FALSE FALSE FALSE
"18130" "t2631aep" FALSE FALSE FALSE FALSE
"18131" "t26320aep" FALSE FALSE FALSE FALSE
"18132" "t26321aep" FALSE FALSE FALSE FALSE
"18133" "t26322aep" FALSE FALSE FALSE FALSE
"18134" "t26323aep" FALSE FALSE FALSE FALSE
"18135" "t26324aep" FALSE FALSE FALSE FALSE
"18136" "t26325aep" FALSE FALSE FALSE FALSE
"18137" "t26326aep" FALSE FALSE FALSE FALSE
"18138" "t26327aep" FALSE FALSE FALSE FALSE
"18139" "t26328aep" FALSE FALSE FALSE FALSE
"18140" "t26329aep" FALSE FALSE FALSE FALSE
"18141" "t2632aep" FALSE FALSE FALSE FALSE
"18142" "t26330aep" FALSE FALSE FALSE FALSE
"18143" "t26331aep" FALSE FALSE FALSE FALSE
"18144" "t26332aep" FALSE FALSE FALSE FALSE
"18145" "t26333aep" FALSE FALSE FALSE FALSE
"18146" "t26334aep" FALSE FALSE FALSE FALSE
"18147" "t26335aep" FALSE FALSE FALSE FALSE
"18148" "t26336aep" FALSE FALSE FALSE FALSE
"18149" "t26337aep" FALSE FALSE FALSE FALSE
"18150" "t26338aep" FALSE FALSE FALSE FALSE
"18151" "t26339aep" FALSE FALSE FALSE FALSE
"18152" "t2633aep" FALSE FALSE FALSE FALSE
"18153" "t26340aep" FALSE FALSE FALSE FALSE
"18154" "t26341aep" FALSE FALSE FALSE FALSE
"18155" "t26342aep" FALSE FALSE FALSE FALSE
"18156" "t26343aep" FALSE FALSE FALSE FALSE
"18157" "t26344aep" FALSE FALSE FALSE FALSE
"18158" "t26345aep" FALSE FALSE FALSE FALSE
"18159" "t26346aep" FALSE FALSE FALSE FALSE
"18160" "t26347aep" FALSE FALSE FALSE FALSE
"18161" "t26348aep" FALSE FALSE FALSE FALSE
"18162" "t26349aep" FALSE FALSE FALSE FALSE
"18163" "t2634aep" TRUE FALSE TRUE FALSE
"18164" "t26350aep" FALSE FALSE FALSE FALSE
"18165" "t26351aep" FALSE FALSE FALSE FALSE
"18166" "t26352aep" FALSE FALSE FALSE FALSE
"18167" "t26353aep" TRUE FALSE FALSE FALSE
"18168" "t26354aep" FALSE FALSE FALSE FALSE
"18169" "t26355aep" FALSE FALSE FALSE FALSE
"18170" "t26356aep" FALSE FALSE FALSE FALSE
"18171" "t26357aep" FALSE FALSE FALSE FALSE
"18172" "t26358aep" FALSE FALSE FALSE FALSE
"18173" "t26359aep" FALSE FALSE FALSE FALSE
"18174" "t2635aep" FALSE FALSE FALSE FALSE
"18175" "t26360aep" FALSE FALSE FALSE FALSE
"18176" "t26361aep" FALSE FALSE FALSE FALSE
"18177" "t26362aep" FALSE FALSE FALSE FALSE
"18178" "t26363aep" FALSE FALSE FALSE FALSE
"18179" "t26364aep" FALSE FALSE FALSE FALSE
"18180" "t26365aep" FALSE FALSE FALSE FALSE
"18181" "t26366aep" FALSE FALSE FALSE FALSE
"18182" "t26367aep" FALSE FALSE FALSE FALSE
"18183" "t26368aep" FALSE FALSE FALSE FALSE
"18184" "t26369aep" FALSE FALSE FALSE FALSE
"18185" "t2636aep" FALSE FALSE FALSE FALSE
"18186" "t26370aep" FALSE FALSE FALSE FALSE
"18187" "t26371aep" FALSE FALSE FALSE FALSE
"18188" "t26372aep" TRUE FALSE FALSE FALSE
"18189" "t26373aep" FALSE FALSE FALSE FALSE
"18190" "t26374aep" FALSE FALSE FALSE FALSE
"18191" "t26375aep" FALSE FALSE FALSE FALSE
"18192" "t26376aep" FALSE FALSE FALSE FALSE
"18193" "t26377aep" FALSE FALSE FALSE FALSE
"18194" "t26378aep" FALSE FALSE FALSE FALSE
"18195" "t26379aep" FALSE FALSE FALSE FALSE
"18196" "t2637aep" FALSE FALSE FALSE FALSE
"18197" "t26380aep" FALSE FALSE FALSE FALSE
"18198" "t26381aep" FALSE FALSE FALSE FALSE
"18199" "t26382aep" FALSE FALSE FALSE FALSE
"18200" "t26383aep" FALSE FALSE FALSE FALSE
"18201" "t26384aep" FALSE FALSE FALSE FALSE
"18202" "t26385aep" TRUE TRUE TRUE TRUE
"18203" "t26386aep" FALSE FALSE FALSE FALSE
"18204" "t26387aep" FALSE FALSE FALSE FALSE
"18205" "t26388aep" FALSE FALSE FALSE FALSE
"18206" "t26389aep" FALSE FALSE FALSE FALSE
"18207" "t2638aep" FALSE FALSE FALSE FALSE
"18208" "t26390aep" FALSE FALSE FALSE FALSE
"18209" "t26391aep" FALSE FALSE FALSE FALSE
"18210" "t26392aep" FALSE FALSE FALSE FALSE
"18211" "t26393aep" FALSE FALSE FALSE FALSE
"18212" "t26394aep" FALSE FALSE FALSE FALSE
"18213" "t26395aep" FALSE FALSE FALSE FALSE
"18214" "t26396aep" FALSE FALSE FALSE FALSE
"18215" "t26397aep" FALSE FALSE FALSE FALSE
"18216" "t26398aep" FALSE FALSE FALSE FALSE
"18217" "t26399aep" FALSE FALSE FALSE FALSE
"18218" "t2639aep" FALSE FALSE FALSE FALSE
"18219" "t263aep" FALSE FALSE FALSE FALSE
"18220" "t26400aep" FALSE FALSE FALSE FALSE
"18221" "t26401aep" FALSE FALSE FALSE FALSE
"18222" "t26402aep" FALSE FALSE FALSE FALSE
"18223" "t26403aep" FALSE FALSE FALSE FALSE
"18224" "t26404aep" FALSE FALSE FALSE FALSE
"18225" "t26405aep" FALSE FALSE FALSE FALSE
"18226" "t26406aep" FALSE FALSE FALSE FALSE
"18227" "t26407aep" FALSE FALSE FALSE FALSE
"18228" "t26408aep" FALSE FALSE FALSE FALSE
"18229" "t26409aep" FALSE FALSE FALSE FALSE
"18230" "t2640aep" FALSE FALSE FALSE FALSE
"18231" "t26410aep" FALSE FALSE FALSE FALSE
"18232" "t26411aep" FALSE FALSE FALSE FALSE
"18233" "t26412aep" FALSE FALSE FALSE FALSE
"18234" "t26413aep" FALSE FALSE FALSE FALSE
"18235" "t26414aep" FALSE FALSE FALSE FALSE
"18236" "t26415aep" FALSE FALSE FALSE FALSE
"18237" "t26416aep" FALSE FALSE FALSE FALSE
"18238" "t26417aep" FALSE FALSE FALSE FALSE
"18239" "t26418aep" FALSE FALSE FALSE FALSE
"18240" "t26419aep" FALSE FALSE FALSE FALSE
"18241" "t2641aep" FALSE FALSE FALSE FALSE
"18242" "t26420aep" FALSE FALSE FALSE FALSE
"18243" "t26421aep" FALSE FALSE FALSE FALSE
"18244" "t26422aep" FALSE FALSE FALSE FALSE
"18245" "t26423aep" FALSE FALSE FALSE FALSE
"18246" "t26424aep" FALSE FALSE FALSE FALSE
"18247" "t26425aep" FALSE FALSE FALSE FALSE
"18248" "t26426aep" FALSE FALSE FALSE FALSE
"18249" "t26427aep" FALSE FALSE FALSE FALSE
"18250" "t26428aep" FALSE FALSE FALSE FALSE
"18251" "t26429aep" FALSE FALSE FALSE FALSE
"18252" "t2642aep" FALSE FALSE FALSE FALSE
"18253" "t26430aep" FALSE FALSE FALSE FALSE
"18254" "t26431aep" FALSE FALSE FALSE FALSE
"18255" "t26432aep" FALSE FALSE FALSE FALSE
"18256" "t26433aep" FALSE FALSE FALSE FALSE
"18257" "t26434aep" FALSE FALSE FALSE FALSE
"18258" "t26435aep" FALSE FALSE FALSE FALSE
"18259" "t26436aep" FALSE FALSE FALSE FALSE
"18260" "t26437aep" FALSE FALSE FALSE FALSE
"18261" "t26438aep" FALSE FALSE FALSE FALSE
"18262" "t26439aep" FALSE FALSE FALSE FALSE
"18263" "t2643aep" FALSE FALSE FALSE FALSE
"18264" "t26440aep" FALSE FALSE FALSE FALSE
"18265" "t26441aep" FALSE FALSE FALSE FALSE
"18266" "t26442aep" FALSE FALSE FALSE FALSE
"18267" "t26443aep" FALSE FALSE FALSE FALSE
"18268" "t26444aep" FALSE FALSE FALSE FALSE
"18269" "t26445aep" FALSE FALSE FALSE FALSE
"18270" "t26446aep" FALSE FALSE FALSE FALSE
"18271" "t26447aep" FALSE FALSE FALSE FALSE
"18272" "t26448aep" FALSE FALSE FALSE FALSE
"18273" "t26449aep" FALSE FALSE FALSE FALSE
"18274" "t2644aep" FALSE FALSE FALSE FALSE
"18275" "t26450aep" FALSE FALSE FALSE FALSE
"18276" "t26451aep" FALSE FALSE FALSE FALSE
"18277" "t26452aep" FALSE FALSE FALSE FALSE
"18278" "t26453aep" FALSE FALSE FALSE FALSE
"18279" "t26454aep" FALSE FALSE FALSE FALSE
"18280" "t26455aep" FALSE FALSE FALSE FALSE
"18281" "t26456aep" FALSE FALSE FALSE FALSE
"18282" "t26457aep" FALSE FALSE FALSE FALSE
"18283" "t26458aep" FALSE FALSE FALSE FALSE
"18284" "t26459aep" FALSE FALSE FALSE FALSE
"18285" "t2645aep" FALSE FALSE FALSE FALSE
"18286" "t26460aep" FALSE FALSE FALSE FALSE
"18287" "t26461aep" FALSE FALSE FALSE FALSE
"18288" "t26462aep" FALSE FALSE FALSE FALSE
"18289" "t26463aep" FALSE FALSE FALSE FALSE
"18290" "t26464aep" FALSE FALSE FALSE FALSE
"18291" "t26465aep" FALSE FALSE FALSE FALSE
"18292" "t26466aep" FALSE FALSE FALSE FALSE
"18293" "t26467aep" FALSE FALSE FALSE FALSE
"18294" "t26468aep" FALSE FALSE FALSE FALSE
"18295" "t26469aep" FALSE FALSE FALSE FALSE
"18296" "t2646aep" FALSE FALSE FALSE FALSE
"18297" "t26470aep" FALSE FALSE FALSE FALSE
"18298" "t26471aep" TRUE FALSE FALSE FALSE
"18299" "t26472aep" FALSE FALSE FALSE FALSE
"18300" "t26473aep" FALSE FALSE FALSE FALSE
"18301" "t26474aep" FALSE FALSE FALSE FALSE
"18302" "t26475aep" FALSE FALSE FALSE FALSE
"18303" "t26476aep" TRUE FALSE FALSE FALSE
"18304" "t26477aep" TRUE FALSE FALSE FALSE
"18305" "t26478aep" FALSE FALSE FALSE FALSE
"18306" "t26479aep" FALSE FALSE FALSE FALSE
"18307" "t2647aep" FALSE FALSE FALSE FALSE
"18308" "t26480aep" FALSE FALSE FALSE FALSE
"18309" "t26481aep" FALSE FALSE FALSE FALSE
"18310" "t26482aep" FALSE FALSE FALSE FALSE
"18311" "t26483aep" FALSE FALSE FALSE FALSE
"18312" "t26484aep" FALSE FALSE FALSE FALSE
"18313" "t26485aep" FALSE FALSE FALSE FALSE
"18314" "t26486aep" FALSE FALSE FALSE FALSE
"18315" "t26487aep" FALSE FALSE FALSE FALSE
"18316" "t26488aep" FALSE FALSE FALSE FALSE
