# Differential Gene Expression Count Matrix - Teefy et al. - PIWI-piRNA pathway-mediated Transposable Element Repression in Hydra Somatic Stem Cells
#----------------------------------------------------------------------------
# 
# abbreviations: 	ID = Transcript Identification
#					WT = Wild-type Hydra
#					KD = Somatic hywi Knockdown Hydra
#
# ID - transcript name, as assigned in Siebert et al., 2019
# WT1 - Counts from WT1 replicate
# WT2 - Counts from WT2 replicate
# WT3 - Counts from WT3 replicate
# KD1 - Counts from KD1 replicate
# KD2 - Counts from KD2 replicate
# KD3 - Counts from KD3 replicate
#
#----------------------------------------------------------------------------
#					
""	"ID"	"WT1"	"WT2"	"WT3"	"KD1"	"KD2"	"KD3"
"32823"	"t4664aep"	2	1	1	5	0	3
"32824"	"t4665aep"	3	6	10	13	13	16
"32825"	"t4666aep"	14	16	13	11	15	9
"32826"	"t4667aep"	2587.03	3420	3440	2758	3335.73	3822.99
"32827"	"t4668aep"	0	1	1	1	2.96	4
"32828"	"t4669aep"	4	2	1	1	4	1.01
"32829"	"t466aep"	8	10.54	9.5	12	14.85	11.95
"32830"	"t4670aep"	7.84	14.71	8.53	7.94	11.35	22.74
"32831"	"t4671aep"	226.5	276	268	316.64	259	256
"32832"	"t4672aep"	0	0	0	0	0	0
"32833"	"t4673aep"	0	0	0	0	0	0
"32834"	"t4674aep"	46.85	68.08	71.89	42.44	91.12	60.75
"32835"	"t4675aep"	239	289	224	253.78	237	235
"32836"	"t4676aep"	3	3	0	1	2	3
"32837"	"t4677aep"	78	83	108	71	70	96
"32838"	"t4678aep"	1.14	0	0	0	0	1
"32839"	"t4679aep"	3	0	0	2.09	3.83	2
"32840"	"t467aep"	0	0	0	0	0	0
"32841"	"t4680aep"	2	0	3	1	0	2
"32842"	"t4681aep"	10	21	9	21	10	16
"32843"	"t4682aep"	0	0	0	0	0	0
"32844"	"t4683aep"	0	0	0	0	0	0
"32845"	"t4684aep"	921.03	1157.97	907	1188.82	1130.29	1026.44
"32846"	"t4685aep"	436	692	589	488	570	619
"32847"	"t4686aep"	5	5	1	4	9	7
"32848"	"t4687aep"	0	0	0	0	0	0
"32849"	"t4688aep"	424.88	503.09	402.03	573.03	581.42	522.96
"32850"	"t4689aep"	28	36.97	33.99	30.96	37.61	33
"32851"	"t468aep"	0	0	0	0	0	0
"32852"	"t4690aep"	9	5	5	6	6	4
"32853"	"t4691aep"	0	0	0	0	0	0
"32854"	"t4692aep"	0	0	0	0	0	0
"32855"	"t4693aep"	0	0	0	0	0	0
"32856"	"t4694aep"	31	1.81	9	38.96	9.99	15.93
"32857"	"t4695aep"	3	0.99	0.36	1	4	3
"32858"	"t4696aep"	813	1021	859	993	954.19	982
"32859"	"t4697aep"	105.97	61.34	60.69	157.26	72.78	89.33
"32860"	"t4698aep"	26.12	24.38	14.69	63.66	25.67	31.42
"32861"	"t4699aep"	11.36	19.4	7.97	24.24	15.05	11.02
"32862"	"t469aep"	503	545.72	478.07	700	477.03	477
"32863"	"t46aep"	71.07	79.65	72.58	115	86.49	106.7
"32864"	"t4700aep"	8.49	3.71	8.28	0	8.34	6.01
"32865"	"t4701aep"	53.25	43.32	58.52	94.25	59.22	58.78
"32866"	"t4702aep"	710.42	565.26	477.83	818.19	505.49	627.54
"32867"	"t4703aep"	0	0	0	0	1.29	0
"32868"	"t4704aep"	0	0	1.5	8.21	3.99	7.77
"32869"	"t4705aep"	10.28	11.36	8.29	18.29	6.63	11.42
"32870"	"t4706aep"	98.26	123.21	90.15	147.23	109.81	172.28
"32871"	"t4707aep"	4.57	2.64	1.32	18.73	5.81	3
"32872"	"t4708aep"	483.12	188.47	173.19	529.32	217.07	317.21
"32873"	"t4709aep"	62.36	48.92	48.98	80.31	68.17	68.67
"32874"	"t470aep"	9.26	22.49	29.84	8.62	24.18	27.16
"32875"	"t4710aep"	115.58	156.82	115.15	137.61	145.53	169.48
"32876"	"t4711aep"	40.32	49.66	40.32	59.13	57.06	69.33
"32877"	"t4712aep"	335.06	321.48	199.26	481.14	361.64	371.81
"32878"	"t4713aep"	0.23	4.71	0	2.75	4.44	0.21
"32879"	"t4714aep"	9	6.01	6	11	6.76	14
"32880"	"t4715aep"	0	1	3	3	1	0
"32881"	"t4716aep"	1	0	0	0	0	2
"32882"	"t4717aep"	2	0	1	1	0	3
"32883"	"t4718aep"	5	7	4	7	7	5
"32884"	"t4719aep"	0	1.25	0	1.1	2.94	1.99
"32885"	"t471aep"	16.74	32.48	12.07	22.84	13.81	27.84
"32886"	"t4720aep"	51.17	51.32	38.23	67.3	42.03	62.47
"32887"	"t4721aep"	81.21	89.39	50.03	133.34	103.59	77.35
"32888"	"t4722aep"	42.97	77.39	62.64	138.15	87.7	64.02
"32889"	"t4723aep"	176.85	158.92	111.34	295	166.28	186.48
"32890"	"t4724aep"	14.87	27.88	24.96	46.55	46.14	54.72
"32891"	"t4725aep"	9.59	13.75	7.35	18.36	22.55	18.91
"32892"	"t4726aep"	7.38	8.02	8.1	16	4	7.92
"32893"	"t4727aep"	7.55	8.32	7.45	11.87	7.41	14.8
"32894"	"t4728aep"	37.05	31.98	42.13	26.51	29.41	42.65
"32895"	"t4729aep"	73.48	92.84	67.97	88.53	90.89	112.39
"32896"	"t472aep"	9597.39	9184.02	7393.42	12259.31	8976.08	12270.85
"32897"	"t4730aep"	60.99	55	43	105	68.1	60
"32898"	"t4731aep"	15.6	23.34	13.93	27.31	20.14	21.65
"32899"	"t4732aep"	0	0	0	0	0	0
"32900"	"t4733aep"	0	0	0	0	0	0
"32901"	"t4734aep"	103.19	121.8	140.51	177.23	123.69	169.83
"32902"	"t4735aep"	4.55	8.95	3	13	6.06	5.05
"32903"	"t4736aep"	16	21	6	17	19	17
"32904"	"t4737aep"	6	12	3	8	10	13
"32905"	"t4738aep"	51.39	54.53	26.72	80.67	51.62	60.21
"32906"	"t4739aep"	15.03	11.8	19.39	12.43	13.74	11.18
"32907"	"t473aep"	69.95	49.06	33	92	62.97	48
"32908"	"t4740aep"	61.15	43	51	76.97	53	74.17
"32909"	"t4741aep"	2.8	5.77	3.28	4.49	0	3.79
"32910"	"t4742aep"	92.68	99.03	49.79	133.22	70.97	123.59
"32911"	"t4743aep"	57.94	60.92	47.06	81.15	62.58	74.37
"32912"	"t4744aep"	147.82	140.94	111.17	203.3	152.83	168.1
"32913"	"t4745aep"	624	744	555	797	738	720
"32914"	"t4746aep"	119	95.86	97.97	182.81	114.13	136.01
"32915"	"t4747aep"	3	0	7	8	5	0
"32916"	"t4748aep"	13.98	22.16	19.64	36.31	14.55	21.22
"32917"	"t4749aep"	8.04	5.42	3.47	3.27	3.39	6.61
"32918"	"t474aep"	1196.93	1365.97	994.26	1281.16	1268.76	1351.98
"32919"	"t4750aep"	62.59	79.07	28.94	67.45	44.47	60.42
"32920"	"t4751aep"	20.04	30.67	26.98	49.11	41	27.78
"32921"	"t4752aep"	3.97	2.48	3.36	8.06	4.17	4.61
"32922"	"t4753aep"	181.22	150	90	246.96	149.12	180.03
"32923"	"t4754aep"	4.17	5.68	11	11.53	5.25	3.69
"32924"	"t4755aep"	11.5	16.92	8.09	21.52	10.23	15.43
"32925"	"t4756aep"	1.02	4.81	3.62	3.4	1.19	1.07
"32926"	"t4757aep"	79.46	113.78	72.29	124.31	103.05	127.47
"32927"	"t4758aep"	38.62	56.22	25.42	45.39	60.95	40.32
"32928"	"t4759aep"	22.44	22.55	34.72	38.05	34.72	40.86
"32929"	"t475aep"	1105.08	1553.43	1114.07	1395	1429	1588.9
"32930"	"t4760aep"	98.88	100.73	80	164	128	101
"32931"	"t4761aep"	927.04	782.81	614.41	1122.42	837.68	991.53
"32932"	"t4762aep"	12.51	8	5	9.95	5	10.43
"32933"	"t4763aep"	29.95	30.67	20.59	43.81	43.04	24.93
"32934"	"t4764aep"	16.35	23.71	17.76	55.36	7.79	19.85
"32935"	"t4765aep"	27.62	18.08	13.28	32.41	37.71	37.81
"32936"	"t4766aep"	8.17	2.43	7.8	6.17	0	3.99
"32937"	"t4767aep"	6.58	13.2	0	28.04	19.72	16.37
"32938"	"t4768aep"	2.48	1.08	2	6.66	9.49	1.31
"32939"	"t4769aep"	13.52	9.92	5	20.34	15.51	8.69
"32940"	"t476aep"	0	0	0	0	0	0
"32941"	"t4770aep"	77.4	100.91	46.86	123.42	110	95.06
"32942"	"t4771aep"	11.72	21.83	16.89	37.28	20.52	24.62
"32943"	"t4772aep"	5	8.06	5.39	11.28	7.53	15.41
"32944"	"t4773aep"	15.73	20.24	11.76	24.01	17	18.74
"32945"	"t4774aep"	17.03	24.24	22.47	26.71	31.61	30.33
"32946"	"t4775aep"	6.75	7.92	2.12	11.24	4.55	10.55
"32947"	"t4776aep"	5	5	6	3	8	11
"32948"	"t4777aep"	6.69	6.51	6.86	7.33	2.57	4.22
"32949"	"t4778aep"	9.83	12.97	11	12.91	9.44	11.26
"32950"	"t4779aep"	77.05	105.07	71.99	120.34	107.32	106.73
"32951"	"t477aep"	75.62	112.69	87.2	122.39	87.11	89.07
"32952"	"t4780aep"	28.91	22.18	9.27	19.29	20.84	28.84
"32953"	"t4781aep"	5	6	3	9	5	9
"32954"	"t4782aep"	12	10.98	12	17.99	13.99	10
"32955"	"t4783aep"	221.01	248	215.74	374.97	318.39	326.01
"32956"	"t4784aep"	100	42	35.81	201	82	95
"32957"	"t4785aep"	55	69.4	75	114.44	94.22	82.48
"32958"	"t4786aep"	11	10	9	12	4	9
"32959"	"t4787aep"	0	0	0	0	2.02	0
"32960"	"t4788aep"	300.94	294.87	255.24	397.72	309.27	375.39
"32961"	"t4789aep"	4.28	15.81	8.46	26.82	14.67	15.22
"32962"	"t478aep"	586	538.31	544	659.05	450	747.98
"32963"	"t4790aep"	27.31	24.95	26.37	49.84	34.28	33.35
"32964"	"t4791aep"	5.25	1.1	1.11	6.31	4.43	2.16
"32965"	"t4792aep"	0	2.39	0	0	6.49	1.88
"32966"	"t4793aep"	200.61	235.21	150.12	296.69	250.38	259.43
"32967"	"t4794aep"	3.45	7.98	5.5	17.44	14.78	18.31
"32968"	"t4795aep"	27.04	12.7	13.76	37.63	17.97	18.43
"32969"	"t4796aep"	40.99	43.46	31.64	75.02	34.18	48.99
"32970"	"t4797aep"	4.29	2.67	3.53	2.55	2.94	1.23
"32971"	"t4798aep"	16.66	16.92	12.18	24.82	22.67	23.36
"32972"	"t4799aep"	15.05	21.91	13.69	24.95	24.96	19.91
"32973"	"t479aep"	376	515	421	495	492	480
"32974"	"t47aep"	506	585.96	609	643	593	579
"32975"	"t4800aep"	8.95	9.13	17.81	18.1	10.82	10.71
"32976"	"t4801aep"	23.17	16.89	13.26	24.41	25.27	27.99
"32977"	"t4802aep"	5.89	7.67	0	17.57	15.03	8.55
"32978"	"t4803aep"	17.24	6.07	8.64	18.25	7.64	12
"32979"	"t4804aep"	45.05	48.17	43.97	81.73	49.44	60.55
"32980"	"t4805aep"	0	3	2	7	4	2
"32981"	"t4806aep"	10.57	4.95	4.47	13.1	5.96	6.67
"32982"	"t4807aep"	94	93	70	100	75	51
"32983"	"t4808aep"	18	16	20	44.41	34.01	33
"32984"	"t4809aep"	203.51	260.07	181.12	325.19	255.68	325.27
"32985"	"t480aep"	0	0	0	0	0	0
"32986"	"t4810aep"	1.3	0	4.59	4.22	4.59	11.25
"32987"	"t4811aep"	65.97	51	60	109.77	78.99	95.63
"32988"	"t4812aep"	11.43	9.01	5.47	9.23	5.75	14.12
"32989"	"t4813aep"	372	423	337	463.45	481	460
"32990"	"t4814aep"	0	0	11.51	5.01	0	5.28
"32991"	"t4815aep"	62.39	59.59	50.36	103.14	68.44	63.86
"32992"	"t4816aep"	430.85	361.17	310.56	693.41	479.06	436.9
"32993"	"t4817aep"	31.43	31.12	11.76	27.59	43.24	26.76
"32994"	"t4818aep"	136.27	163.01	108.06	160.97	175.04	180.01
"32995"	"t4819aep"	48.95	37.19	27.93	59	43.11	39.02
"32996"	"t481aep"	80.73	79.66	70.01	113.44	67.64	95.08
"32997"	"t4820aep"	0	0	0	0	1.47	0
"32998"	"t4821aep"	41.16	71.59	46.73	75.8	90.66	84.66
"32999"	"t4822aep"	94.53	77.64	82.73	83.16	67.63	131.55
"33000"	"t4823aep"	19.91	11.4	10.58	24.4	9.28	22.36
"33001"	"t4824aep"	55.94	55.67	34.51	111.06	69.02	78.97
"33002"	"t4825aep"	100.39	56.59	39.64	153.12	68.39	69.62
"33003"	"t4826aep"	48.98	44.84	27.54	54.96	53.27	34.95
"33004"	"t4827aep"	38.09	40	24	56.02	44.73	36.83
"33005"	"t4828aep"	136.28	138.95	98.19	188.29	151	170.24
"33006"	"t4829aep"	85.3	97.76	71.96	125.97	87.03	100.79
"33007"	"t482aep"	0	0	0	0	0	0
"33008"	"t4830aep"	9	16	9	26	22	13
"33009"	"t4831aep"	198	106.36	73	1124.92	427.82	171.99
"33010"	"t4832aep"	599	1067	910.42	804	997	895.76
"33011"	"t4833aep"	0	0	0	0	0	0
"33012"	"t4834aep"	0	0	0	0	0	0
"33013"	"t4835aep"	0	0	0	0	0	0
"33014"	"t4836aep"	0	0	0	0	0	0
"33015"	"t4837aep"	564.23	685	576	772.1	715	661.91
"33016"	"t4838aep"	47.53	38.94	17.18	54.83	41.65	28.51
"33017"	"t4839aep"	7	9	5	12.89	6	9
"33018"	"t483aep"	96	99	78.87	179	121.53	96
"33019"	"t4840aep"	2159.03	2659.6	2323.81	2686.59	2563.53	2384.99
"33020"	"t4841aep"	0	0	0	0	0	0
"33021"	"t4842aep"	43	56	35	84	69	72
"33022"	"t4843aep"	11.43	15.22	12	20.25	22.31	20.56
"33023"	"t4844aep"	88.55	91.71	75.63	136.41	97.59	108.44
"33024"	"t4845aep"	429	591	562	457	524	589
"33025"	"t4846aep"	0	0	0	0	0	0
"33026"	"t4847aep"	0	0	0	0	0	0
"33027"	"t4848aep"	16	20	10	14	11.99	21
"33028"	"t4849aep"	3.06	3.41	1	3.07	4.03	5.01
"33029"	"t484aep"	15.62	12.9	8.74	13.22	19.89	12.63
"33030"	"t4850aep"	3	2	1	4	2	1
"33031"	"t4851aep"	0	0	0	0	0	0
"33032"	"t4852aep"	2145.19	2402.74	2234.58	2751	2506.05	2472.23
"33033"	"t4853aep"	134	190	164	187.98	160	170
"33034"	"t4854aep"	5	10.77	0	7.04	4	4
"33035"	"t4855aep"	0	0	0	0	0	0
"33036"	"t4856aep"	0	0	0	0	0	0
"33037"	"t4857aep"	3625.69	4313.71	4513.59	4578.13	4273	4831.23
"33038"	"t4858aep"	462	494.98	486	553.96	435	552
"33039"	"t4859aep"	889.2	942.01	868.52	1270	1057.96	963
"33040"	"t485aep"	537.26	96.09	69.13	737.08	167.65	101.96
"33041"	"t4860aep"	12088	14789.14	13852.76	14167.29	14603.29	13750.24
"33042"	"t4861aep"	130.48	147.34	95.9	187.56	162.42	115.69
"33043"	"t4862aep"	0	0	0	0	0	0
"33044"	"t4863aep"	0	0	0	0	0	0
"33045"	"t4864aep"	4340.83	2664.37	2243	5677.65	2983.04	3924.92
"33046"	"t4865aep"	938.03	1143.91	1022.19	1293.96	1165.91	1250.13
"33047"	"t4866aep"	0	2.93	0	10.96	0	0
"33048"	"t4867aep"	89	64.14	59	99.07	62.99	70
"33049"	"t4868aep"	0	0	0	0	0	0
"33050"	"t4869aep"	1361.94	1676.96	1294.04	1712.26	1510	1672.27
"33051"	"t486aep"	1152	1413	1063.99	1339.1	1119.15	1370.94
"33052"	"t4870aep"	316	633	513.01	453	540	573.03
"33053"	"t4871aep"	771	969.63	771	980	954	825.09
"33054"	"t4872aep"	278	374	302.91	371.37	341	370
"33055"	"t4873aep"	10	18	19	25	25	14
"33056"	"t4874aep"	58	46	44	88	63	63.11
"33057"	"t4875aep"	1	1	0	1	4	3
"33058"	"t4876aep"	22	28	26	25	31	28
"33059"	"t4877aep"	7	15	14	14	17	13.1
"33060"	"t4878aep"	145.01	186.01	173	214.07	195.76	190
"33061"	"t4879aep"	0	0	0	0	0	0
"33062"	"t487aep"	247.76	247.19	163.93	394.35	280.04	279.92
"33063"	"t4880aep"	0	1	1	1	1	0
"33064"	"t4881aep"	0	0	0	0	0	0
"33065"	"t4882aep"	0	0	0	0	0	0
"33066"	"t4883aep"	0	0	0	0	0	0
"33067"	"t4884aep"	1	2	0	0	0	0
"33068"	"t4885aep"	1	1	1	2	4	0
"33069"	"t4886aep"	0	0	0	0	0	0
"33070"	"t4887aep"	18	28	25	31	18	56
"33071"	"t4888aep"	0	0	0	1	1	2
"33072"	"t4889aep"	2	1	4	1	3	4
"33073"	"t488aep"	80.97	57.34	43.77	78.7	54.54	53.86
"33074"	"t4890aep"	0	0	0	0	0	0
"33075"	"t4891aep"	0	0	0	0	0	0
"33076"	"t4892aep"	3	0	0	5	2	1
"33077"	"t4893aep"	0	0	0	0	0	0
"33078"	"t4894aep"	1	1	2	2	1	1
"33079"	"t4895aep"	0	0	1	1	0	0
"33080"	"t4896aep"	1	1	0	1	2	1
"33081"	"t4897aep"	0	0	0	0	0	0
"33082"	"t4898aep"	2	1	0	2	2	2
"33083"	"t4899aep"	145.11	214	231	209	243	172
"33084"	"t489aep"	105	79	80	132	102	123
"33085"	"t48aep"	1382.97	1600.76	1686.65	1608.05	1489.13	1630.26
"33086"	"t4900aep"	5	3	3	1	0	4
"33087"	"t4901aep"	0	0	0	0	0	0
"33088"	"t4902aep"	0	0	0	0	0	0
"33089"	"t4903aep"	0	0	1	1	3.99	1
"33090"	"t4904aep"	5	4	3	3	2	4
"33091"	"t4905aep"	0	1	1	3	3	2
"33092"	"t4906aep"	10.95	6.78	7	15	15.82	4.88
"33093"	"t4907aep"	1	0	4	5	0	2
"33094"	"t4908aep"	4	4	2	5	3	1
"33095"	"t4909aep"	2378.23	2691.04	2489.62	2996.7	2786.75	2414.94
"33096"	"t490aep"	0	0	0	0	0	0
"33097"	"t4910aep"	2457	2577.21	2461	3091.96	2730.1	2655.21
"33098"	"t4911aep"	1	0	0	1	0	0
"33099"	"t4912aep"	0	2	0	2	1	1
"33100"	"t4913aep"	250	325	334	307	321	274
"33101"	"t4914aep"	1668.15	2109.96	2047.81	2130	2018	2132.42
"33102"	"t4915aep"	8	16	31	7	15	45
"33103"	"t4916aep"	2571.39	3229.95	3540.78	3180.82	3323.02	3299.67
"33104"	"t4917aep"	10686.33	14569.39	13491.22	13589.09	14832.37	13126.64
"33105"	"t4918aep"	2269.02	2932	3107.71	2605.41	2893.94	2630.99
"33106"	"t4919aep"	39	42	26	22	28	43.01
"33107"	"t491aep"	70.69	88.6	69.6	90.59	79.85	100.78
"33108"	"t4920aep"	2	1	1	0	1	1
"33109"	"t4921aep"	4271.07	5660.47	4989.24	5293.62	5202.84	5133.14
"33110"	"t4922aep"	33709.76	42878.65	42824.38	37098.47	39054.35	40553.95
"33111"	"t4923aep"	693.97	599	678	1369	864	703
"33112"	"t4924aep"	235.48	187.24	132.42	344.88	274.49	190.46
"33113"	"t4925aep"	4389.51	5610.97	5108.29	5434.65	5353.69	5441.01
"33114"	"t4926aep"	952	1329.48	1319	1231.1	1160.99	1173
"33115"	"t4927aep"	6218	4253.25	4931.9	8225.51	5009.86	5166.81
"33116"	"t4928aep"	4327.29	5780.38	5731.26	4798.99	5714	5462.11
"33117"	"t4929aep"	0	0	0	0	0	0
"33118"	"t492aep"	3.65	9.43	2.86	3.8	5.24	2.08
"33119"	"t4930aep"	429	447	508	468	449	550
"33120"	"t4931aep"	35193.7	49098.05	51273.91	40140.69	46548.71	43382.63
"33121"	"t4932aep"	0	0	0	0	0	0
"33122"	"t4933aep"	5090.24	9124.39	7451.21	7218.99	8545.01	7309.98
"33123"	"t4934aep"	0	0	0	0	0	0
"33124"	"t4935aep"	2008	1383.79	1255	2491.61	1423.03	1903
"33125"	"t4936aep"	0	0	0	0	0	0
"33126"	"t4937aep"	801	923	805	1141	978.68	880
"33127"	"t4938aep"	3383.61	4670.49	4790.42	4031.26	4623.42	4311.64
"33128"	"t4939aep"	730	985	963	666	864.95	833
"33129"	"t493aep"	37.64	63.58	26.91	63.71	54.84	60.21
"33130"	"t4940aep"	1655.85	2087.11	1688	1987.34	1971.57	2062.67
"33131"	"t4941aep"	0	0	0	0	0	0
"33132"	"t4942aep"	2328.45	3845.42	4116.95	2444.32	3531.02	3935.01
"33133"	"t4943aep"	6	5	12	5	10	11
"33134"	"t4944aep"	195	267	250	222	216	239
"33135"	"t4945aep"	10405.58	15077.1	15371.57	10879.6	14223.68	15317.12
"33136"	"t4946aep"	0	0	0	0	0	0
"33137"	"t4947aep"	118.4	156.87	136.9	83.99	130.21	153.21
"33138"	"t4948aep"	6	3	3.96	7.88	7	8
"33139"	"t4949aep"	858.06	1086.19	1040.4	1284.78	1201.43	1163.95
"33140"	"t494aep"	73.22	126.57	77.33	99.38	109.95	117.89
"33141"	"t4950aep"	0	0	0	0	0	0
"33142"	"t4951aep"	0	0	0	0	0	0
"33143"	"t4952aep"	0	1.45	2	2	3.01	1.06
"33144"	"t4953aep"	93	145	136	162	193	141
"33145"	"t4954aep"	771	1238	1161	1003.91	1174.01	1221
"33146"	"t4955aep"	385	429	318	488	381	418
"33147"	"t4956aep"	887.51	1039.01	732.93	1266.39	1093.29	866.04
"33148"	"t4957aep"	3	5	6	6	3	2
"33149"	"t4958aep"	223	287	299	333.48	307	303
"33150"	"t4959aep"	2060.28	2364.31	2167.36	2450.25	2070.9	2221.72
"33151"	"t495aep"	27.32	25.3	21.72	22.57	20.67	25.53
"33152"	"t4960aep"	1465	1529	1172	2329	1838	1447.04
"33153"	"t4961aep"	12040.69	16443.07	17336.34	12176.34	14671.76	16380.52
"33154"	"t4962aep"	0	0	0	0	0	0
"33155"	"t4963aep"	774	830	707	867	806	984
"33156"	"t4964aep"	240	211	118	359	186	169
"33157"	"t4965aep"	186	269.01	185	270	258	205
"33158"	"t4966aep"	701	1036	954	845	946	858
"33159"	"t4967aep"	3074.54	4266.97	4093.16	3536	4075.14	3924.79
"33160"	"t4968aep"	0	0	0	0	0	0
"33161"	"t4969aep"	2	5	3	14	5	3
"33162"	"t496aep"	71.97	96.7	53.22	112.92	96.99	109.57
"33163"	"t4970aep"	9.98	10	7	22	14	12
"33164"	"t4971aep"	11	17	13	16	16	11
"33165"	"t4972aep"	218.95	331.56	285	293	271	308
"33166"	"t4973aep"	313.03	524.6	562.01	422.29	535.01	486.95
"33167"	"t4974aep"	0	0	1	0	1	2
"33168"	"t4975aep"	1	1	1.97	2.92	1	3
"33169"	"t4976aep"	0	0	0	0	0	0
"33170"	"t4977aep"	0	0	0	0	0	0
"33171"	"t4978aep"	0	0	0	0	0	0
"33172"	"t4979aep"	897	859	598	1160	904.9	652
"33173"	"t497aep"	8.89	18.43	7.79	20.55	16.63	15.17
"33174"	"t4980aep"	0	0	0	0	0	0
"33175"	"t4981aep"	363.56	414	371	450	409	389.97
"33176"	"t4982aep"	1.61	5.9	0	6.64	0.02	0
"33177"	"t4983aep"	0	0	0	0	0	0
"33178"	"t4984aep"	0	0	0	0	0	0
"33179"	"t4985aep"	3	1	3	11	3	5
"33180"	"t4986aep"	171	161	166.01	229	169	178
"33181"	"t4987aep"	5.78	3.4	4	8.63	4.84	0.8
"33182"	"t4988aep"	2	0	0	0	0	0
"33183"	"t4989aep"	72	104.8	131	62	64	125
"33184"	"t498aep"	0	0	0	0	0	0
"33185"	"t4990aep"	6	6	2	5	6	5
"33186"	"t4991aep"	0	0	0	0	0	0
"33187"	"t4992aep"	1383.01	1638.13	1625.95	1574.82	1583.23	1667.37
"33188"	"t4993aep"	3141.12	3957.75	3786.79	3760.54	3740.08	3668.29
"33189"	"t4994aep"	1	6	3	4	5	3
"33190"	"t4995aep"	0	0	0	0	0	0
"33191"	"t4996aep"	0	0	0	0	0	0
"33192"	"t4997aep"	27.16	39	35	41	27.6	36
"33193"	"t4998aep"	6	5	6	2	3.31	7.71
"33194"	"t4999aep"	1336.02	1874.3	1612.02	1690.13	1686.35	1660.08
"33195"	"t499aep"	3.67	1.66	1.73	4.42	3.86	1.43
"33196"	"t49aep"	112	197	119	182	155	128
"33197"	"t4aep"	759	874.36	933.02	1021.79	942.63	950
"33198"	"t5000aep"	421.07	660	653	562	648.01	559.01
"33199"	"t5001aep"	522.03	632.08	621	644	671	592
"33200"	"t5002aep"	0	0	0	0	0	0
"33201"	"t5003aep"	67	136	121	100	133	115
"33202"	"t5004aep"	2	5	4	4	7	9
"33203"	"t5005aep"	0	0	0	0	0	0
"33204"	"t5006aep"	975.92	1144	1202	1102	1127.48	1218
"33205"	"t5007aep"	0	0	0	0	0	0
"33206"	"t5008aep"	35	42	33	27.83	46.99	65.34
"33207"	"t5009aep"	20	31	39	28	32	37
"33208"	"t500aep"	6	8	5	6	4.98	7
"33209"	"t5010aep"	0	0	0	0	0	0
"33210"	"t5011aep"	0	0	0	0	0	0
"33211"	"t5012aep"	23	25	26	36	41	30
"33212"	"t5013aep"	0	2.05	2.84	3.03	2.43	0
"33213"	"t5014aep"	70	370.26	187.76	84	276	172
"33214"	"t5015aep"	0	0	0	0	0	0
"33215"	"t5016aep"	624.34	1007.67	892.81	688.91	810.13	1068.37
"33216"	"t5017aep"	143	177	176	169	150	153
"33217"	"t5018aep"	938.94	999	1052.06	1085.32	965	963.86
"33218"	"t5019aep"	3355.87	4927.5	4397.15	4352.37	4831.48	4262.4
"33219"	"t501aep"	3	13.04	10	10.01	5	9
"33220"	"t5020aep"	0	0	0	0	0	0
"33221"	"t5021aep"	0	0	0	0	0	0
"33222"	"t5022aep"	2	1	0	1	0	3
"33223"	"t5023aep"	2153.99	2447.91	2287.93	2610	2582.43	2460
"33224"	"t5024aep"	76.54	111.22	91.12	136.35	113.3	108.18
"33225"	"t5025aep"	2914.91	2268.01	1929	3890.42	2228	3054.66
"33226"	"t5026aep"	0	0	0	0	0	0
"33227"	"t5027aep"	642.31	777	804.63	1052.97	843.1	891.59
"33228"	"t5028aep"	0	0	0	0	0	0
"33229"	"t5029aep"	4	8	2.34	3	4	3.6
"33230"	"t502aep"	12	21	11	12	16	16
"33231"	"t5030aep"	0	0	0.66	1	0	1.4
"33232"	"t5031aep"	0	0	0	0	0	0
"33233"	"t5032aep"	0	0	0	0	0	0
"33234"	"t5033aep"	0	0	0	0	0	0
"33235"	"t5034aep"	7	4.25	4	8	7	7
"33236"	"t5035aep"	0	0	0	0	0	0
"33237"	"t5036aep"	6	12	8	17	9	16
"33238"	"t5037aep"	13	22	20	24	24.62	38
"33239"	"t5038aep"	5.97	7.32	7.13	3.94	3.98	10.93
"33240"	"t5039aep"	0	0	0	0	0	0
"33241"	"t503aep"	45	45.56	53	53	45.41	57.04
"33242"	"t5040aep"	0	0	2	1	1	2
"33243"	"t5041aep"	0	0	0	0	0	0
"33244"	"t5042aep"	31	250	234	49	189	220
"33245"	"t5043aep"	2841.83	3001.48	2329	4607.02	3318.6	4039.8
"33246"	"t5044aep"	7.29	14	13	15.82	23	6.07
"33247"	"t5045aep"	0.71	0	0	2.18	0	1.93
"33248"	"t5046aep"	600	617	525	851.01	670	728
"33249"	"t5047aep"	36	55	46	58	56	53
"33250"	"t5048aep"	36905.69	46997.57	46926.79	50562.87	48763.14	45812.74
"33251"	"t5049aep"	0	0	0	0	0	0
"33252"	"t504aep"	3.11	2.44	2	2.26	3	1
"33253"	"t5050aep"	9.42	7	5.13	11	10.11	14
"33254"	"t5051aep"	0	0	0	0	0	0
"33255"	"t5052aep"	1571.39	1966.01	1352.95	2096	1876.98	2172.98
"33256"	"t5053aep"	499.21	696	671.85	640.85	679	687
"33257"	"t5054aep"	0	0	0	0	0	0
"33258"	"t5055aep"	252	298	295.72	321	297	294
"33259"	"t5056aep"	102	82	86	154	102	117
"33260"	"t5057aep"	0.44	0	4.21	1	4	2
